Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;3,75;-141,19;540;-16672;-732;-305;-21;102;56,21;1414,93;0,06
60;3,38;-142,3;608;-16732;-776;-316;-56;87;56,6;1471,54;0,39
60;3,27;-142,73;612;-16620;-732;-322;-20;75;56,69;1528,23;0,09
60;3,18;-143,61;572;-16644;-904;-308;-25;80;56,79;1585,02;0,1
60;3,08;-142,94;660;-16716;-656;-336;-23;75;56,93;1698,79;0,09
60;2,99;-143,23;568;-16676;-816;-335;-34;80;57,01;1755,79;0,08
60;2,95;-143,72;608;-16684;-872;-326;-7;90;57,04;1812,83;0,03
60;2,9;-144,03;620;-16668;-864;-326;-26;80;57,08;1869,91;0,04
60;2,88;-144,3;552;-16656;-768;-327;-26;87;57,13;1984,14;0,04
60;2,82;-144,21;628;-16620;-644;-317;-29;83;57,17;2041,31;0,04
60;2,78;-144,46;580;-16632;-792;-322;3;109;57,2;2098,51;0,03
60;2,7;-144,68;528;-16652;-708;-325;-41;100;57,24;2155,75;0,04
60;2,71;-145,19;540;-16512;-800;-351;-31;88;57,32;2270,34;0,04
60;2,65;-145,28;524;-16748;-712;-313;-49;96;57,34;2327,69;0,02
60;2,58;-145,57;480;-16576;-664;-337;-28;80;57,39;2385,08;0,05
60;2,54;-145,56;544;-16724;-712;-326;-30;98;57,42;2442,5;0,03
60;2,57;-145,53;584;-16732;-700;-328;-37;81;57,45;2557,38;0,02
60;2,53;-145,12;524;-16596;-588;-318;-29;66;57,46;2614,84;0,01
60;2,51;-145,21;568;-16768;-804;-321;-41;80;57,48;2672,32;0,02
60;2,52;-145,13;684;-16592;-684;-346;-21;87;57,46;2729,78;-0,02
60;2,55;-144,84;604;-16644;-632;-336;-28;68;57,47;2844,69;0,02
60;2,56;-145,21;600;-16652;-968;-330;-40;84;57,47;2902,16;0,01
60;2,54;-145,06;544;-16620;-764;-336;-21;103;57,45;2959,62;-0,02
60;2,53;-144,89;520;-16544;-708;-317;-18;61;57,44;3017,06;-0,01
60;2,54;-144,76;564;-16556;-736;-327;-4;81;57,48;3131,99;0,03
60;2,52;-144,44;628;-16600;-724;-313;-18;85;57,49;3189,48;0,01
60;2,51;-144,78;520;-16672;-624;-310;-26;100;57,47;3246,96;-0,02
60;2,51;-144,9;536;-16648;-700;-329;-36;85;57,47;3304,43;-0,0
60;2,52;-144,4;608;-16680;-792;-325;-22;94;57,51;3419,43;0,02
60;2,51;-144,15;640;-16592;-668;-321;-44;80;57,5;3476,93;-0,02
60;2,53;-144,43;588;-16676;-896;-314;10;79;57,48;3534,41;-0,01
60;2,53;-144,36;628;-16736;-692;-322;-18;83;57,46;3591,87;-0,02
60;2,56;-144,27;512;-16644;-744;-328;-26;79;57,45;3706,77;0,01
60;2,56;-144,37;520;-16632;-692;-328;-39;88;57,44;3764,21;-0,01
60;2,55;-144,15;644;-16616;-620;-341;4;97;57,45;3821,66;0,0
60;2,54;-143,85;608;-16672;-688;-320;-20;81;57,44;3879,11;-0,0
60;2,57;-143,84;572;-16584;-748;-325;-65;88;57,45;3993,99;0,01
60;2,58;-143,89;592;-16552;-792;-317;-27;81;57,43;4051,42;-0,02
60;2,57;-143,72;580;-16616;-724;-318;-26;90;57,43;4108,85;-0,01
60;2,56;-144,07;468;-16672;-752;-331;-26;62;57,42;4166,27;-0,0
60;2,57;-143,74;516;-16672;-604;-311;-28;78;57,44;4281,13;0,02
60;2,6;-143,86;624;-16600;-880;-314;-14;83;57,43;4338,55;-0,01
60;2,58;-143,78;568;-16680;-640;-328;-14;71;57,41;4395,96;-0,02
60;2,61;-143,85;664;-16812;-912;-322;-7;87;57,41;4453,37;-0,0
60;2,62;-143,73;536;-16672;-756;-318;-24;105;57,4;4568,16;0,01
60;2,62;-143,68;540;-16612;-724;-331;-20;107;57,38;4625,54;-0,02
60;2,63;-143,57;652;-16680;-708;-325;-35;81;57,38;4682,92;-0,0
60;2,63;-143,32;592;-16656;-652;-328;-48;106;57,36;4740,27;-0,02
60;2,66;-143,59;660;-16608;-672;-331;-18;84;57,35;4854,97;0,01
60;2,67;-143,63;580;-16636;-736;-323;-23;87;57,34;4912,3;-0,02
60;2,66;-143,57;560;-16652;-732;-325;-38;111;57,34;4969,64;0,0
60;2,66;-143,7;532;-16800;-700;-319;-10;94;57,33;5026,98;-0,01
60;2,66;-143,61;552;-16616;-600;-333;-16;81;57,34;5141,66;0,01
60;2,66;-143,43;628;-16720;-680;-326;-35;86;57,35;5199,01;0,01
60;2,67;-143,7;608;-16672;-824;-312;-51;90;57,34;5256,35;-0,01
60;2,67;-143,62;552;-16632;-668;-335;-22;79;57,32;5313,66;-0,02
60;2,7;-143,58;676;-16616;-884;-315;-33;75;57,33;5428,31;0,01
60;2,69;-143,55;596;-16560;-700;-326;-13;83;57,31;5485,63;-0,01
60;2,69;-143,34;628;-16596;-684;-327;-39;99;57,32;5542,94;0,0
60;2,72;-143,69;548;-16644;-932;-336;-7;99;57,29;5600,23;-0,03
60;2,73;-143,41;584;-16696;-804;-341;-23;87;57,28;5714,78;0,02
60;2,74;-143,44;612;-16692;-832;-326;-18;99;57,27;5772,06;-0,01
60;2,75;-143,63;556;-16652;-816;-329;-13;114;57,26;5829,31;-0,02
60;2,77;-143,75;572;-16732;-832;-328;-24;82;57,24;5886,55;-0,02
60;2,79;-143,83;548;-16688;-756;-335;-27;93;57,22;6000,99;0,0
60;2,79;-143,76;580;-16712;-744;-324;-2;79;57,22;6058,2;-0,01
60;2,79;-143,7;556;-16516;-696;-331;4;87;57,21;6115,41;-0,01
60;2,8;-143,39;652;-16688;-856;-352;-31;85;57,21;6172,62;0,01
60;2,81;-143,05;652;-16632;-608;-326;-35;97;57,2;6287,01;0,01
60;2,8;-142,88;560;-16660;-696;-324;-35;78;57,2;6344,21;-0,0
60;2,82;-143,02;572;-16720;-820;-334;-19;77;57,19;6401,41;-0,01
60;2,83;-143,15;560;-16560;-816;-322;-41;98;57,17;6458,58;-0,02
60;2,83;-143,18;560;-16728;-768;-322;-25;74;57,18;6572,92;0,01
60;2,84;-143,14;576;-16600;-696;-321;-20;79;57,16;6630,09;-0,01
60;2,84;-143,12;560;-16612;-736;-342;-28;88;57,16;6687,25;-0,0
60;2,84;-143,13;544;-16644;-688;-315;-25;106;57,15;6744,4;-0,01
60;2,85;-143,41;564;-16660;-840;-319;-20;88;57,16;6858,72;0,0
60;2,86;-143,26;620;-16736;-684;-319;-29;91;57,15;6915,87;-0,01
60;2,85;-143,37;520;-16732;-708;-329;4;93;57,14;6973,02;-0,0
60;2,84;-143,67;408;-16648;-752;-318;-18;69;57,15;7030,17;0,01
60;2,86;-143,6;592;-16668;-664;-319;-25;86;57,15;7144,47;-0,0
60;2,87;-143,51;660;-16700;-768;-330;5;79;57,15;7201,61;-0,0
60;2,87;-143,52;592;-16564;-656;-330;-19;94;57,13;7258,74;-0,02
60;2,88;-143,57;528;-16616;-828;-323;-47;83;57,12;7315,86;-0,0
60;2,89;-143,37;576;-16640;-752;-320;-24;98;57,12;7430,1;0,0
60;2,88;-143,41;584;-16652;-680;-321;-40;71;57,12;7487,22;-0,0
60;2,88;-143,49;516;-16664;-684;-325;-18;77;57,12;7544,34;-0,0
60;2,87;-143,42;600;-16640;-740;-320;-28;78;57,13;7601,47;0,01
60;2,89;-143,52;548;-16564;-864;-337;1;77;57,12;7715,71;0,01
60;2,9;-143,5;552;-16600;-748;-319;-35;82;57,11;7772,82;-0,02
60;2,91;-143,46;584;-16648;-696;-315;-38;115;57,09;7829,91;-0,01
60;2,9;-143,18;616;-16680;-616;-340;-9;89;57,1;7887,01;0,0
60;2,91;-143,21;560;-16620;-732;-334;-46;84;57,1;8001,2;0,0
60;2,92;-143,33;588;-16744;-824;-313;-31;83;57,09;8058,3;-0,01
60;2,91;-143,35;512;-16660;-776;-331;-22;102;57,09;8115,39;-0,0
60;2,9;-143,11;576;-16620;-624;-331;-24;68;57,1;8172,49;0,01
60;2,9;-142,98;576;-16672;-704;-324;-31;91;57,1;8286,68;0,01
60;2,9;-142,76;592;-16660;-604;-319;-32;84;57,09;8343,78;-0,01
60;2,9;-142,63;604;-16680;-716;-343;-5;86;57,1;8400,88;0,01
60;2,89;-142,6;536;-16672;-732;-325;-11;73;57,11;8457,99;0,01
60;2,93;-142,98;500;-16620;-816;-320;-39;83;57,08;8572,16;-0,01
60;2,92;-142,98;512;-16700;-692;-319;-36;78;57,08;8629,24;0,0
60;2,93;-142,91;600;-16660;-784;-325;-24;83;57,07;8686,31;-0,01
60;2,94;-142,88;636;-16640;-676;-330;-27;65;57,06;8743,37;-0,01
60;2,95;-142,85;636;-16572;-640;-336;-34;85;57,05;8857,48;-0,0
60;2,96;-142,76;636;-16584;-756;-331;-15;81;57,05;8914,53;-0,0
60;2,96;-142,81;540;-16748;-728;-319;-16;82;57,04;8971,57;-0,01
60;2,96;-142,71;620;-16628;-680;-342;-37;79;57,04;9028,61;-0,0
60;2,98;-142,82;644;-16660;-740;-323;3;89;57,03;9142,66;0,0
60;2,99;-142,82;608;-16636;-760;-324;-28;95;57,02;9199,69;-0,01
60;3,0;-143,08;492;-16664;-904;-324;5;84;57,01;9256,69;-0,01
60;3,0;-143,01;512;-16656;-712;-316;-21;79;57,0;9313,69;-0,01
60;3,01;-142,86;568;-16664;-700;-314;-23;92;57,0;9427,69;-0,01
60;3,01;-143,04;532;-16640;-816;-330;-35;94;57,0;9484,69;0,0
60;3,0;-143,14;524;-16620;-688;-322;-11;67;57,0;9541,68;-0,0
60;3,01;-143,19;560;-16720;-736;-327;-17;84;56,99;9598,67;-0,0
60;3,02;-142,82;632;-16652;-628;-330;-33;96;56,98;9712,64;0,0
60;3,01;-142,73;560;-16656;-692;-329;-43;96;56,99;9769,63;0,01
60;3,0;-142,89;544;-16544;-672;-321;-23;97;57,0;9826,63;0,0
60;3,01;-142,62;588;-16688;-756;-317;-16;97;57,0;9883,63;0,0
60;3,02;-142,48;652;-16608;-752;-333;-11;91;56,99;9997,61;0,0
60;3,01;-142,36;552;-16756;-644;-348;0;82;56,98;10054,59;-0,01
60;3,01;-142,45;532;-16664;-756;-331;-47;81;56,99;10111,58;0,0
60;3,02;-142,59;556;-16668;-660;-330;-41;93;56,97;10168,55;-0,01
60;3,03;-142,31;612;-16664;-772;-327;-40;90;56,98;10282,5;0,01
60;3,04;-142,39;544;-16720;-812;-331;-31;92;56,96;10339,47;-0,02
60;3,05;-142,31;660;-16660;-780;-336;-27;85;56,96;10396,43;-0,01
60;3,06;-142,26;592;-16584;-840;-322;-28;90;56,94;10453,37;-0,01
60;3,08;-142,3;580;-16588;-804;-321;-26;96;56,92;10567,22;-0,0
60;3,09;-142,42;576;-16660;-824;-329;-26;82;56,92;10624,14;-0,01
60;3,09;-142,4;512;-16616;-768;-339;-24;92;56,91;10681,06;-0,0
60;3,09;-142,38;580;-16620;-752;-327;-15;102;56,91;10737,97;-0,0
60;3,09;-142,31;640;-16668;-732;-314;-18;81;56,91;10851,78;0,01
60;3,1;-142,43;536;-16592;-776;-333;-18;84;56,9;10908,69;-0,01
60;3,1;-142,31;568;-16660;-716;-322;-20;91;56,9;10965,58;-0,01
60;3,11;-142,36;580;-16648;-760;-322;-9;103;56,89;11022,48;-0,01
60;3,1;-142,15;572;-16632;-624;-316;-26;101;56,9;11136,26;0,0
60;3,1;-142,17;544;-16656;-712;-332;0;90;56,9;11193,17;0,01
60;3,1;-142,02;572;-16680;-772;-341;-25;88;56,91;11250,07;0,0
60;3,1;-141,94;588;-16580;-740;-306;-26;86;56,9;11306,97;-0,0
60;3,11;-142,03;560;-16584;-808;-319;-12;88;56,89;11420,76;-0,0
60;3,12;-142,15;604;-16736;-736;-296;-11;97;56,88;11477,64;-0,01
60;3,12;-142,19;552;-16656;-776;-330;-40;77;56,88;11534,52;-0,01
60;3,12;-142,14;540;-16636;-696;-334;-32;60;56,88;11591,4;-0,0
60;3,13;-142,38;556;-16656;-728;-327;-2;77;56,87;11705,15;-0,01
60;3,13;-142,34;520;-16612;-680;-328;-4;78;56,86;11762,01;-0,01
60;3,14;-142,47;600;-16624;-872;-344;0;72;56,87;11818,88;0,01
60;3,14;-142,59;536;-16476;-772;-306;-26;96;56,86;11875,74;-0,01
60;3,14;-142,52;488;-16704;-832;-321;-3;76;56,86;11989,47;-0,0
60;3,15;-142,51;596;-16648;-760;-324;-17;89;56,86;12046,33;-0,0
60;3,16;-142,6;596;-16632;-836;-326;-1;91;56,85;12103,18;-0,01
60;3,16;-142,64;552;-16704;-768;-314;-22;73;56,84;12160,02;-0,01
60;3,15;-142,56;584;-16632;-680;-320;-44;87;56,84;12273,7;0,0
60;3,15;-142,64;532;-16600;-788;-305;-8;80;56,85;12330,55;0,0
60;3,16;-142,65;660;-16572;-776;-338;-29;96;56,85;12387,4;0,0
60;3,16;-142,65;620;-16664;-808;-321;-15;94;56,84;12444,24;-0,01
60;3,17;-142,65;540;-16544;-776;-325;-16;104;56,83;12557,91;-0,0
60;3,17;-142,73;492;-16572;-824;-339;-42;86;56,84;12614,75;0,0
60;3,17;-142,79;608;-16692;-688;-343;-16;84;56,83;12671,58;-0,01
60;3,18;-142,92;556;-16696;-876;-318;-47;56;56,83;12728,41;-0,0
60;3,17;-142,76;588;-16572;-700;-324;-34;65;56,83;12842,06;0,0
60;3,18;-142,59;648;-16580;-752;-332;-46;71;56,83;12898,89;-0,0
60;3,19;-142,66;632;-16704;-792;-310;-12;87;56,81;12955,7;-0,01
60;3,2;-142,85;568;-16696;-872;-313;-37;80;56,81;13012,51;-0,0
60;3,2;-142,66;656;-16604;-648;-317;-17;73;56,8;13126,11;-0,01
60;3,2;-142,68;548;-16572;-688;-318;-37;88;56,79;13182,9;-0,0
60;3,2;-142,54;592;-16728;-716;-333;-8;83;56,8;13239,7;0,0
60;3,21;-142,51;580;-16636;-724;-326;-25;102;56,79;13296,49;-0,01
60;3,21;-142,43;616;-16696;-772;-317;-27;75;56,79;13410,07;0,0
60;3,22;-142,36;600;-16632;-756;-325;-14;88;56,78;13466,85;-0,01
60;3,23;-142,26;636;-16644;-660;-314;5;96;56,77;13523,62;-0,01
60;3,23;-142,32;548;-16572;-860;-329;-9;94;56,78;13580,4;0,0
60;3,24;-142,62;540;-16568;-840;-328;-15;101;56,76;13693,92;-0,0
60;3,25;-142,71;608;-16576;-824;-307;-18;72;56,76;13750,68;-0,01
60;3,25;-142,82;568;-16688;-880;-327;-40;92;56,76;13807,44;-0,0
60;3,27;-142,99;580;-16588;-944;-337;-9;80;56,75;13864,18;-0,01
60;3,27;-143,25;500;-16632;-736;-328;-13;73;56,72;13977,63;-0,01
60;3,28;-143,27;640;-16740;-828;-320;-42;76;56,72;14034,36;0,0
60;3,29;-143,19;596;-16700;-760;-324;-6;85;56,71;14091,07;-0,01
60;3,28;-143,29;540;-16584;-740;-322;6;90;56,71;14147,79;0,0
60;3,28;-143,39;616;-16724;-808;-322;-20;75;56,72;14261,22;0,01
60;3,27;-143,42;484;-16624;-772;-325;-33;75;56,73;14317,95;0,0
60;3,26;-143,26;608;-16684;-608;-317;-19;103;56,73;14374,69;0,01
60;3,25;-143,29;496;-16628;-788;-317;-12;68;56,75;14431,43;0,01
60;3,25;-143,22;600;-16656;-680;-323;-20;98;56,75;14544,93;-0,0
