Consigne Angle (°);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s);Erreur P (°);Erreur I (°);Erreur D (°)
55;0;2,79;-126,64;0,3926;-10,0437;-0,3319;0,0524;0,0031;0,0072;52,21;52,21;52,21
55;20;2,86;-129,29;0,395;-9,9838;-0,321;0,0518;0,0041;0,0075;52,14;156,43;0,07
55;40;2,92;-132,59;0,34;-10,0533;-0,4979;0,0488;0,0027;0,0047;52,08;208,52;-0,06
55;60;3,02;-134,45;0,3783;-9,9742;-0,5387;0,0502;-0,0013;0,0077;51,98;260,5;-0,1
55;80;3,03;-134,46;0,3974;-10,0078;-0,438;0,051;0,0033;0,0051;51,97;312,47;-0,01
55;100;3,07;-135,56;0,3711;-9,9503;-0,5251;0,0496;0,0027;0,0084;51,93;364,4;-0,04
55;120;3,06;-135,61;0,3807;-9,9982;-0,438;0,0481;0,0028;0,0079;51,94;416,34;0,01
55;140;3,06;-135,81;0,3855;-9,9647;-0,4625;0,05;0,0016;0,0075;51,94;468,28;-0,01
55;160;3,04;-135,93;0,3615;-10,0365;-0,4271;0,0506;0,0019;0,0051;51,96;520,24;0,02
55;180;3,05;-136,13;0,3855;-10,0341;-0,468;0,0517;0,0004;0,0069;51,95;572,2;-0,01
55;200;3,02;-135,68;0,3807;-9,9766;-0,3809;0,0514;0,0025;0,006;51,98;624,18;0,03
55;220;3,03;-135,57;0,4142;-10,0293;-0,4544;0,05;0,0039;0,0077;51,97;676,15;-0,01
55;240;3,01;-135,93;0,3448;-10,0149;-0,4407;0,0466;0,0023;0,0087;51,99;728,14;0,02
55;260;3,0;-136,23;0,3567;-9,9934;-0,4516;0,0509;0,0011;0,0077;52,0;780,13;0,01
55;280;3,0;-136,47;0,3711;-10,0078;-0,4625;0,0488;0,0027;0,0029;52,0;832,13;-0,0
55;300;2,99;-136,85;0,3424;-10,0269;-0,4516;0,0512;0,0009;0,0059;52,01;884,14;0,01
55;320;2,95;-136,78;0,3352;-9,9814;-0,3836;0,0482;0,004;0,0073;52,05;936,19;0,04
55;340;2,95;-136,44;0,3974;-10,0221;-0,4163;0,0512;0,0009;0,0068;52,05;988,24;-0,0
55;360;3,0;-136,78;0,3998;-9,9982;-0,5224;0,0526;0,0051;0,0072;52,0;1040,24;-0,05
55;380;3,04;-136,35;0,4549;-10,0054;-0,4625;0,0516;-0,0023;0,0072;51,96;1092,2;-0,04
55;400;3,03;-135,72;0,4118;-9,9862;-0,3891;0,0498;0,0012;0,0075;51,97;1144,17;0,0
55;420;3,05;-136,12;0,3687;-9,9599;-0,487;0,0502;-0,0003;0,0049;51,95;1196,12;-0,01
55;440;3,03;-135,5;0,3974;-10,0173;-0,3755;0,0509;-0,0001;0,0059;51,97;1248,09;0,02
55;460;3,04;-135,78;0,3687;-10,0006;-0,4652;0,0496;0,0016;0,0065;51,96;1300,05;-0,01
55;480;3,05;-135,26;0,4262;-9,9886;-0,4135;0,0494;0,0035;0,0088;51,95;1352,0;-0,01
55;500;3,04;-135,35;0,3591;-9,9958;-0,4244;0,0502;-0,0001;0,0072;51,96;1403,96;0,01
55;520;3,03;-135,18;0,3879;-9,9527;-0,419;0,05;0,0043;0,0069;51,97;1455,93;0,0
55;540;3,04;-135,61;0,3615;-10,0078;-0,4816;0,0492;0,0009;0,0107;51,96;1507,88;-0,01
55;560;3,05;-135,01;0,4238;-9,9479;-0,3945;0,0514;0,0005;0,0076;51,95;1559,83;-0,01
55;580;3,09;-135,41;0,4046;-9,9838;-0,5333;0,0502;0,0025;0,0037;51,91;1611,74;-0,04
55;600;3,05;-134,82;0,3519;-9,9671;-0,3265;0,0509;0,0033;0,0049;51,95;1663,69;0,05
55;620;3,04;-134,88;0,3687;-10,003;-0,4271;0,0508;0,0025;0,008;51,96;1715,66;0,01
55;640;3,09;-135,14;0,4262;-10,0149;-0,5333;0,0496;-0,0008;0,0081;51,91;1767,57;-0,05
55;660;3,13;-135,39;0,4118;-9,979;-0,5169;0,051;-0,0009;0,0075;51,87;1819,44;-0,04
55;680;3,13;-135,51;0,3759;-9,9503;-0,4516;0,0501;0,0007;0,0091;51,87;1871,31;-0,0
55;700;3,11;-135,2;0,3783;-9,9048;-0,3863;0,0504;0,0023;0,0091;51,89;1923,2;0,02
55;720;3,12;-135,8;0,3519;-9,9982;-0,5115;0,0521;0,0011;0,0091;51,88;1975,08;-0,01
55;740;3,11;-135,34;0,3974;-10,0221;-0,3836;0,0481;-0,0008;0,0084;51,89;2026,97;0,02
55;760;3,14;-135,53;0,4094;-10,0078;-0,506;0,0506;-0,0004;0,0067;51,86;2078,83;-0,03
55;780;3,16;-135,67;0,4046;-9,9814;-0,4952;0,0528;0,0032;0,0089;51,84;2130,67;-0,02
55;800;3,14;-135,76;0,3472;-10,0724;-0,4163;0,0504;0,0036;0,0084;51,86;2182,53;0,02
55;820;3,12;-136,23;0,3184;-10,0461;-0,4516;0,0494;0,0041;0,0071;51,88;2234,42;0,02
55;840;3,07;-136,04;0,3184;-10,0006;-0,3428;0,0486;-0,0027;0,0068;51,93;2286,35;0,05
55;860;3,07;-136,81;0,3136;-9,979;-0,5169;0,0502;0,0019;0,0073;51,93;2338,28;-0,01
55;880;3,11;-137,42;0,3759;-10,0173;-0,5849;0,0501;0,0012;0,0072;51,89;2390,17;-0,04
55;900;3,1;-137,22;0,3735;-10,0149;-0,4108;0,0524;0,0008;0,0067;51,9;2442,06;0,01
55;920;3,08;-137,12;0,3472;-9,9814;-0,3972;0,051;0,0032;0,01;51,92;2493,98;0,02
55;940;3,1;-137,03;0,4046;-10,0078;-0,4652;0,0496;-0,0007;0,0064;51,9;2545,89;-0,01
55;960;3,08;-137,28;0,328;-10,0078;-0,4407;0,0481;0,0009;0,0068;51,92;2597,81;0,02
55;980;3,06;-137,14;0,3615;-9,9479;-0,4054;0,0489;0,0031;0,0071;51,94;2649,74;0,01
55;1000;3,04;-137,24;0,328;-10,0293;-0,4135;0,052;0,0012;0,0064;51,96;2701,7;0,02
55;1020;3,06;-137,32;0,3974;-10,0245;-0,4952;0,0504;0,0005;0,0071;51,94;2753,64;-0,02
55;1040;3,03;-137,01;0,3376;-10,0006;-0,3482;0,0496;-0,0031;0,0071;51,97;2805,61;0,03
55;1060;3,06;-137,34;0,3807;-9,9695;-0,536;0,0516;0,0051;0,0059;51,94;2857,55;-0,03
55;1080;3,06;-136,93;0,3998;-10,0006;-0,3918;0,051;0,0016;0,0077;51,94;2909,49;0,0
55;1100;3,05;-136,71;0,3903;-9,979;-0,4163;0,0493;0,0024;0,0081;51,95;2961,44;0,0
55;1120;3,07;-137,31;0,3304;-10,0149;-0,5414;0,0505;0,0032;0,0059;51,93;3013,37;-0,02
55;1140;3,07;-137,54;0,34;-9,9551;-0,4625;0,051;0,0016;0,0087;51,93;3065,3;0,0
55;1160;3,07;-137,33;0,4046;-9,9647;-0,438;0,0506;0,0012;0,0061;51,93;3117,23;-0,01
55;1180;3,07;-137,3;0,3591;-9,9862;-0,4244;0,0521;0,0011;0,0064;51,93;3169,16;0,01
55;1200;3,05;-136,71;0,395;-10,0149;-0,3455;0,0482;-0,0015;0,006;51,95;3221,11;0,02
55;1220;3,03;-136,81;0,328;-10,0269;-0,4108;0,0532;-0,0017;0,0081;51,97;3273,08;0,02
55;1240;3,05;-137,13;0,3591;-9,9647;-0,5142;0,0485;0,0052;0,0076;51,95;3325,03;-0,01
55;1260;3,03;-136,92;0,3567;-9,9982;-0,3809;0,0498;0,0015;0,0099;51,97;3377,0;0,02
55;1280;3,03;-136,68;0,4046;-10,0126;-0,4217;0,0485;-0,0008;0,008;51,97;3428,96;-0,0
55;1300;3,02;-136,81;0,3352;-10,003;-0,4299;0,0501;0,0009;0,0072;51,98;3480,94;0,01
55;1320;3,03;-136,96;0,3567;-10,0437;-0,4625;0,0516;-0,0017;0,0061;51,97;3532,92;-0,0
55;1340;3,02;-136,86;0,3759;-9,9527;-0,4244;0,0502;-0,0019;0,0065;51,98;3584,89;0,0
55;1360;3,03;-137,05;0,3519;-9,9551;-0,4707;0,0508;0,0019;0,0068;51,97;3636,86;-0,0
55;1380;3,02;-136,9;0,3735;-10,0078;-0,4108;0,0512;0,0013;0,0075;51,98;3688,84;0,0
55;1400;3,04;-137,13;0,3759;-10,0054;-0,5169;0,0494;-0,0007;0,0096;51,96;3740,8;-0,02
55;1420;3,06;-137,62;0,3328;-9,9671;-0,5469;0,0506;0,0033;0,0068;51,94;3792,74;-0,02
55;1440;3,06;-137,76;0,3591;-10,0126;-0,4761;0,0501;0,0031;0,0053;51,94;3844,68;-0,0
55;1460;3,09;-138,01;0,3974;-9,9814;-0,5713;0,05;0,0023;0,0091;51,91;3896,58;-0,03
55;1480;3,12;-138,14;0,3998;-10,0221;-0,5333;0,0517;0,0009;0,0065;51,88;3948,46;-0,02
55;1500;3,13;-138,29;0,3783;-10,0102;-0,5115;0,0486;0,0028;0,0071;51,87;4000,33;-0,01
55;1520;3,12;-138,22;0,3639;-9,979;-0,4326;0,0504;0,0031;0,0063;51,88;4052,21;0,01
55;1540;3,12;-138,2;0,3543;-9,9838;-0,4299;0,0509;-0,0012;0,0073;51,88;4104,09;0,01
55;1560;3,14;-137,83;0,4645;-10,0126;-0,4516;0,0504;0,0021;0,0068;51,86;4155,95;-0,02
55;1580;3,13;-137,6;0,3759;-10,0365;-0,3945;0,0517;-0,0005;0,0076;51,87;4207,83;0,01
55;1600;3,15;-137,82;0,3926;-10,0341;-0,555;0,0485;-0,0003;0,0064;51,85;4259,68;-0,02
55;1620;3,14;-137,69;0,3711;-9,9383;-0,4163;0,0473;0,0028;0,0073;51,86;4311,54;0,01
55;1640;3,13;-137,2;0,419;-9,9766;-0,3646;0,0492;-0,0032;0,0064;51,87;4363,41;0,01
55;1660;3,13;-137,45;0,3208;-9,9455;-0,4625;0,0526;0,0027;0,0079;51,87;4415,28;0,01
55;1680;3,13;-137,29;0,3926;-9,9934;-0,4271;0,0528;0,0019;0,0053;51,87;4467,15;-0,0
55;1700;3,12;-137,47;0,3376;-10,0245;-0,4625;0,0478;0,0033;0,0088;51,88;4519,03;0,01
55;1720;3,11;-137,63;0,328;-9,9455;-0,4489;0,0512;0,0059;0,0075;51,89;4570,92;0,01
55;1740;3,1;-137,75;0,3304;-9,991;-0,438;0,0488;0,0031;0,0056;51,9;4622,82;0,01
55;1760;3,11;-137,73;0,3903;-9,9934;-0,4707;0,0496;-0,0003;0,0077;51,89;4674,71;-0,01
55;1780;3,11;-137,8;0,3711;-10,0006;-0,4788;0,0502;0,0043;0,0091;51,89;4726,59;-0,0
55;1800;3,11;-137,93;0,3424;-10,0126;-0,4625;0,0496;0,0029;0,008;51,89;4778,48;0,0
55;1820;3,51;122,76;-1,6927;-10,0676;-1,2379;0,0632;-0,0195;0,0177;51,49;4829,97;-0,4
55;1840;3,49;115,38;0,249;-10,2831;0,4761;0,0598;0,0009;0,0101;51,51;4881,48;0,03
55;1860;3,59;106,86;0,8619;-9,7372;0,5469;0,0377;0,0092;0,0008;51,41;4932,89;-0,11
55;1880;3,78;104,79;-1,1779;-9,4595;0,5006;0,0413;-0,0238;0,0115;51,22;4984,11;-0,19
55;1900;3,63;100,15;-0,0215;-9,4355;0,117;0,0344;0,0545;0,0249;51,37;5035,48;0,15
55;1920;3,58;101,65;-0,2825;-9,8138;-0,3809;0,0378;0,024;0,0131;51,42;5086,9;0,05
55;1940;3,57;-111,26;0,5722;-9,924;-0,253;0,0226;0,0257;0,0045;51,43;5138,34;0,01
55;1960;3,6;-111,34;0,8452;-10,4076;-0,2721;0,0113;0,0294;0,0031;51,4;5189,73;-0,04
55;1980;3,48;-114,33;0,0479;-10,2592;-0,2748;0,0065;0,0055;-0,0016;51,52;5241,25;0,12
55;2000;3,32;-113,91;0,1317;-10,0245;-0,0163;-0,0023;-0,0277;0,0155;51,68;5292,93;0,15
55;2020;3,4;-113,16;1,0439;-9,9383;0,0;-0,0177;0,01;0,0117;51,6;5344,53;-0,08
55;2040;3,53;-105,01;-1,2905;-10,1873;0,3782;-0,0408;-0,0454;0,0175;51,47;5396,0;-0,12
55;2060;3,73;-103,7;1,5514;-9,7444;0,5822;-0,0626;0,0425;0,0037;51,27;5447,27;-0,2
55;2080;3,72;-95,74;-1,0271;-10,4004;0,2041;-0,0974;-0,0457;0,0241;51,28;5498,55;0,0
55;2100;3,71;-90,7;-0,3352;-9,3589;1,0747;-0,1348;0,0212;0,026;51,29;5549,84;0,01
55;2120;4,13;-89,48;1,9058;-10,884;1,0583;0,1735;0,0681;0,0185;50,87;5600,71;-0,42
55;2140;4,15;-85,62;0,0048;-10,4483;0,2829;0,218;-0,0513;0,0298;50,85;5651,55;-0,02
55;2160;4,51;-79,99;-0,9481;-9,2608;1,1155;0,2671;-0,1528;0,0446;50,49;5702,04;-0,36
55;2180;5,13;-76,25;0,0192;-9,9264;2,7642;0,3332;0,1859;0,0377;49,87;5751,91;-0,62
55;2200;5,56;-75,01;1,4198;-11,0852;1,0692;0,3921;0,2635;0,0168;49,44;5801,35;-0,43
55;2220;6,3;-75,59;3,0694;-11,078;-0,3537;0,4451;0,1601;0,032;48,7;5850,05;-0,74
55;2240;6,98;-76,71;2,715;-11,1953;-0,9114;0,4832;0,0167;0,038;48,02;5898,08;-0,68
55;2260;7,53;-75,04;1,2617;-10,2352;1,8092;0,5213;-0,2133;0,0529;47,47;5945,55;-0,56
