Gas;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;9,69;-130,22;1904;-17432;-228;-166;-279;130
100;8,64;-123,07;1768;-16036;-608;-74;-59;318
100;11,37;-115,91;6232;-17616;-584;107;356;31
100;14,1;-75,87;-7588;-17304;1936;529;978;459
100;15,19;-49,8;-5688;-17552;2532;1072;779;422
100;16,71;-51,21;6756;-16868;2888;1602;971;394
100;15,89;-33,5;-2384;-17032;1320;2184;1470;158
100;15,88;-20,8;-2876;-16968;2852;2855;1509;12
100;15,52;-16,29;132;-17396;3116;3567;-372;219
100;15,69;-7,27;-2492;-17016;3260;4168;-1129;244
100;16,81;4,24;-5964;-17496;2896;4841;-884;80
100;16,94;1,55;2644;-17496;3168;5499;-1473;25
100;17,26;-0,25;2492;-17460;3768;6129;-1023;114
100;18,14;8,66;-5044;-18360;3812;6765;-1540;-69
100;19,54;1,99;6992;-17736;3192;7400;-1731;47
