Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;2,57;-132,77;568;-16616;-556;-316;-24;74;57,44;1571,8;0,03
60;2,57;-132,47;620;-16704;-508;-336;-51;80;57,44;1629,24;-0,0
60;2,55;-133,28;432;-16608;-520;-318;16;85;57,44;1686,68;0,0
60;2,53;-133,16;520;-16568;-476;-327;-31;72;57,46;1801,59;0,01
60;2,53;-133,36;460;-16620;-508;-317;-34;50;57,46;1859,06;0,0
60;2,51;-132,96;520;-16576;-488;-306;-18;68;57,49;1916,54;0,02
60;2,5;-133,0;576;-16680;-424;-321;-10;86;57,5;1974,04;0,01
60;2,49;-132,73;560;-16652;-364;-326;-27;86;57,51;2089,06;-0,0
60;2,5;-132,73;648;-16684;-516;-320;8;103;57,52;2146,58;0,01
60;2,48;-132,63;464;-16524;-408;-341;-12;81;57,5;2204,08;-0,02
60;2,45;-132,39;508;-16656;-364;-317;-37;74;57,53;2261,61;0,03
60;2,44;-132,21;484;-16652;-404;-337;-43;77;57,55;2376,7;0,0
60;2,41;-132,35;416;-16712;-440;-334;-1;74;57,58;2434,28;0,03
60;2,42;-132,43;560;-16684;-456;-335;14;90;57,58;2491,86;0,01
60;2,42;-132,76;440;-16608;-512;-317;-15;97;57,57;2549,43;-0,01
60;2,4;-132,81;504;-16596;-452;-332;-14;87;57,6;2664,63;0,01
60;2,41;-133,2;528;-16556;-564;-347;-24;88;57,6;2722,23;-0,0
60;2,42;-133,48;472;-16568;-520;-335;-9;101;57,58;2779,81;-0,01
60;2,42;-133,59;456;-16572;-456;-318;-34;73;57,57;2837,39;-0,01
60;2,43;-133,44;476;-16628;-524;-331;-22;79;57,57;2952,52;-0,0
60;2,42;-133,48;476;-16672;-464;-311;-24;62;57,57;3010,09;0,0
60;2,41;-133,28;480;-16648;-368;-332;-29;113;57,58;3067,68;0,01
60;2,39;-133,2;524;-16600;-524;-325;-36;82;57,61;3125,29;0,03
60;2,39;-133,31;512;-16512;-576;-327;2;79;57,61;3240,52;-0,0
60;2,37;-133,24;408;-16560;-448;-318;-34;73;57,61;3298,14;-0,0
60;2,39;-133,1;536;-16508;-460;-322;-8;107;57,61;3355,75;-0,0
60;2,39;-132,85;572;-16696;-480;-340;-31;64;57,62;3413,37;0,0
60;2,39;-132,61;548;-16612;-436;-324;-43;81;57,61;3528,6;-0,01
60;2,39;-132,66;492;-16684;-560;-307;-30;87;57,61;3586,21;0,0
60;2,39;-132,84;540;-16668;-524;-333;-2;66;57,61;3643,82;-0,0
60;2,39;-132,93;512;-16640;-456;-335;-40;67;57,61;3701,43;0,0
60;2,4;-132,76;464;-16632;-496;-319;-32;110;57,59;3816,63;-0,02
60;2,39;-132,54;488;-16696;-456;-330;-23;81;57,6;3874,24;0,01
60;2,4;-132,5;548;-16688;-520;-309;-12;92;57,6;3931,84;0,0
60;2,4;-132,59;524;-16620;-560;-328;-29;83;57,61;3989,44;0,0
60;2,4;-132,93;480;-16636;-564;-318;-13;80;57,6;4104,65;0,0
60;2,38;-132,88;472;-16644;-416;-323;-19;86;57,61;4162,26;0,01
60;2,37;-132,8;460;-16616;-416;-332;-37;74;57,62;4219,88;0,01
60;2,37;-132,89;488;-16676;-492;-323;-24;81;57,62;4277,51;0,01
60;2,38;-132,9;516;-16648;-440;-334;-14;95;57,62;4392,76;-0,01
60;2,38;-132,98;556;-16660;-516;-326;-30;77;57,62;4450,38;0,0
60;2,38;-132,69;488;-16720;-468;-338;13;81;57,62;4508,0;-0,01
60;2,38;-132,68;516;-16632;-488;-335;-9;80;57,62;4565,62;0,0
60;2,38;-132,6;444;-16704;-424;-334;-39;70;57,61;4680,84;-0,01
60;2,39;-132,52;616;-16756;-580;-346;-30;79;57,62;4738,46;0,01
60;2,38;-132,37;480;-16684;-400;-325;-17;80;57,61;4796,07;-0,01
60;2,37;-132,32;496;-16616;-412;-299;-11;88;57,62;4853,69;0,01
60;2,34;-132,06;568;-16704;-348;-327;0;87;57,66;4968,99;0,02
60;2,33;-132,42;404;-16584;-476;-339;-25;75;57,66;5026,65;0,01
60;2,34;-132,31;548;-16688;-448;-337;-14;92;57,66;5084,31;-0,0
60;2,35;-132,4;564;-16616;-500;-326;-5;80;57,66;5141,97;-0,0
60;2,35;-132,21;548;-16608;-384;-330;-38;80;57,65;5257,26;0,0
60;2,36;-132,32;524;-16632;-424;-339;-42;85;57,64;5314,91;-0,0
60;2,37;-132,33;568;-16588;-520;-359;-15;82;57,64;5372,55;-0,0
60;2,38;-132,59;520;-16592;-564;-330;7;92;57,62;5430,17;-0,02
60;2,39;-132,63;452;-16584;-508;-335;-22;81;57,61;5545,4;-0,0
60;2,38;-132,62;584;-16584;-444;-338;-37;74;57,62;5603,02;0,01
60;2,38;-132,44;588;-16624;-508;-350;-25;95;57,63;5660,65;0,01
60;2,38;-132,58;420;-16660;-464;-353;-24;82;57,61;5718,26;-0,02
60;2,42;-132,94;572;-16620;-660;-315;-11;84;57,6;5833,46;-0,0
60;2,43;-132,92;620;-16660;-584;-311;3;112;57,59;5891,05;-0,01
60;2,44;-133,16;516;-16620;-624;-324;-24;77;57,57;5948,62;-0,01
60;2,44;-133,07;560;-16648;-496;-333;-52;75;57,57;6006,19;-0,0
60;2,43;-132,91;528;-16588;-396;-338;-21;70;57,56;6121,31;0,01
60;2,43;-132,99;532;-16680;-468;-351;-63;116;57,57;6178,88;0,01
60;2,44;-133,1;476;-16620;-548;-337;-22;53;57,56;6236,44;-0,01
60;2,45;-132,84;600;-16632;-528;-336;-23;69;57,56;6294,0;-0,0
60;2,46;-133,09;532;-16532;-524;-330;-9;80;57,55;6409,08;0,01
60;2,46;-132,93;548;-16612;-444;-315;-54;75;57,54;6466,62;-0,01
60;2,47;-133,15;548;-16628;-492;-324;-8;81;57,53;6524,15;-0,01
60;2,47;-133,27;488;-16688;-580;-326;-29;65;57,54;6581,69;0,0
60;2,45;-133,03;464;-16644;-420;-335;-6;54;57,54;6696,77;-0,0
60;2,45;-133,18;524;-16596;-484;-317;9;105;57,55;6754,32;0,01
60;2,46;-132,96;608;-16656;-432;-333;-4;69;57,55;6811,86;-0,0
60;2,45;-132,93;488;-16596;-472;-327;-41;69;57,54;6869,41;-0,0
60;2,44;-132,98;496;-16596;-424;-328;-17;96;57,56;6984,52;0,01
60;2,44;-133,03;516;-16736;-436;-314;-3;84;57,55;7042,07;-0,01
60;2,44;-132,91;568;-16540;-404;-335;-30;87;57,56;7099,62;0,0
60;2,44;-133,01;468;-16636;-496;-338;-31;73;57,56;7157,18;0,0
60;2,45;-132,97;496;-16660;-560;-337;-30;49;57,55;7272,29;-0,0
60;2,45;-132,87;512;-16608;-444;-340;1;80;57,55;7329,83;-0,01
60;2,46;-132,94;540;-16668;-536;-307;-54;104;57,54;7387,38;-0,0
60;2,47;-133,01;532;-16668;-572;-323;-54;82;57,54;7444,91;-0,01
60;2,45;-132,89;472;-16664;-500;-317;-34;88;57,55;7560,0;-0,0
60;2,45;-132,81;464;-16620;-392;-321;-14;109;57,55;7617,55;-0,0
60;2,46;-132,93;632;-16680;-616;-324;-32;76;57,55;7675,1;0,0
60;2,47;-132,9;456;-16640;-552;-336;-52;71;57,54;7732,64;-0,01
60;2,44;-132,15;536;-16624;-376;-316;-25;82;57,55;7847,73;0,01
60;2,45;-132,41;512;-16668;-712;-350;-8;72;57,56;7905,29;0,01
60;2,45;-132,37;464;-16608;-444;-314;-33;95;57,54;7962,83;-0,02
60;2,45;-132,03;592;-16636;-392;-335;-11;78;57,55;8020,38;0,01
60;2,47;-132,1;592;-16588;-620;-321;13;50;57,54;8135,47;0,0
60;2,47;-132,5;496;-16660;-584;-319;-12;87;57,53;8193,0;-0,01
60;2,47;-132,53;512;-16572;-488;-328;-32;76;57,53;8250,53;0,0
60;2,46;-132,62;496;-16572;-432;-340;-30;86;57,53;8308,06;-0,0
60;2,47;-132,38;584;-16648;-420;-326;-21;97;57,53;8423,13;0,0
60;2,46;-132,16;440;-16540;-388;-319;-56;94;57,53;8480,66;-0,0
60;2,46;-132,23;552;-16632;-440;-329;-25;78;57,54;8538,2;0,01
60;2,47;-132,1;556;-16624;-480;-347;-34;91;57,54;8595,73;-0,0
60;2,47;-132,44;616;-16676;-588;-333;-24;92;57,54;8710,81;-0,0
60;2,47;-132,41;524;-16588;-520;-315;-32;108;57,53;8768,34;-0,01
60;2,46;-132,17;464;-16636;-368;-317;-24;90;57,53;8825,87;0,0
60;2,46;-132,29;516;-16592;-564;-325;-37;61;57,54;8883,42;0,01
60;2,46;-132,19;548;-16592;-468;-338;-4;89;57,54;8998,5;-0,0
60;2,46;-132,26;512;-16668;-400;-326;-26;74;57,54;9056,03;-0,0
60;2,46;-132,31;472;-16712;-548;-333;-51;84;57,54;9113,58;0,01
60;2,46;-132,18;528;-16676;-380;-313;-43;76;57,53;9171,11;-0,01
60;2,45;-132,23;484;-16616;-528;-328;3;69;57,55;9286,2;0,01
60;2,44;-132,25;472;-16572;-428;-319;-25;74;57,55;9343,75;0,0
60;2,44;-132,3;480;-16676;-500;-333;-29;78;57,56;9401,3;0,01
60;2,44;-132,33;464;-16640;-432;-331;-19;84;57,55;9458,86;-0,0
60;2,44;-132,51;556;-16684;-624;-318;-5;84;57,57;9573,99;0,01
60;2,44;-132,35;588;-16696;-484;-319;-9;62;57,57;9631,56;-0,01
60;2,44;-132,23;520;-16664;-588;-331;-41;75;57,57;9689,13;0,0
60;2,44;-132,43;508;-16640;-608;-336;-44;89;57,56;9746,69;-0,0
60;2,45;-132,15;604;-16632;-408;-318;-1;89;57,55;9861,8;-0,0
60;2,45;-132,33;512;-16648;-516;-314;-33;73;57,55;9919,36;-0,0
60;2,45;-132,41;484;-16732;-500;-336;5;68;57,55;9976,9;-0,01
60;2,45;-132,14;540;-16684;-480;-323;-27;61;57,55;10034,46;0,01
60;2,43;-132,52;416;-16628;-380;-360;16;106;57,56;10149,57;-0,0
60;2,44;-132,72;428;-16608;-472;-345;-31;81;57,55;10207,13;-0,0
60;2,43;-132,76;404;-16660;-444;-345;0;79;57,56;10264,69;0,01
60;2,44;-132,88;568;-16732;-552;-329;-8;75;57,57;10322,26;0,01
60;2,42;-132,38;456;-16648;-356;-343;-56;88;57,57;10437,4;0,01
60;2,42;-132,52;540;-16632;-452;-326;-15;73;57,58;10494,98;0,01
60;2,43;-132,62;580;-16592;-580;-339;-18;99;57,58;10552,56;-0,0
60;2,42;-132,51;540;-16588;-416;-318;-26;83;57,58;10610,14;-0,0
60;2,42;-132,81;376;-16720;-500;-353;-29;87;57,58;10725,29;0,0
60;2,4;-132,78;496;-16648;-392;-321;-32;91;57,59;10782,88;0,01
60;2,41;-132,85;456;-16616;-476;-348;-29;82;57,58;10840,46;-0,01
60;2,42;-132,77;536;-16588;-492;-349;-27;89;57,58;10898,05;-0,0
60;2,44;-132,94;564;-16636;-656;-299;-23;94;57,58;11013,2;-0,01
60;2,43;-133,15;452;-16596;-544;-310;-65;87;57,57;11070,77;-0,01
60;2,42;-132,95;504;-16516;-392;-339;-35;65;57,57;11128,34;0,01
60;2,43;-133,03;492;-16684;-600;-333;-23;82;57,57;11185,91;0,0
60;2,44;-133,07;504;-16652;-524;-309;-4;94;57,56;11301,04;0,0
60;2,43;-132,91;452;-16556;-428;-315;-42;57;57,56;11358,6;-0,0
60;2,44;-133,12;524;-16620;-624;-326;-40;101;57,56;11416,16;0,0
60;2,44;-133,02;520;-16572;-404;-338;-23;105;57,55;11473,72;-0,01
60;2,44;-132,73;616;-16660;-300;-322;-10;75;57,56;11588,84;-0,01
60;2,45;-132,74;568;-16688;-512;-337;-35;91;57,56;11646,39;0,0
60;2,45;-132,56;572;-16608;-472;-324;-45;92;57,55;11703,95;-0,0
60;2,45;-132,87;464;-16628;-508;-324;-21;90;57,54;11761,49;-0,01
60;2,44;-132,57;484;-16656;-412;-322;-39;75;57,55;11876,58;0,01
60;2,45;-132,49;592;-16600;-472;-342;-44;88;57,55;11934,13;0,0
60;2,44;-132,15;564;-16536;-348;-318;9;98;57,55;11991,69;0,0
60;2,43;-132,2;440;-16680;-520;-308;-33;64;57,56;12049,25;0,01
60;2,44;-132,41;492;-16540;-532;-345;-24;69;57,56;12164,36;0,0
60;2,45;-132,32;520;-16612;-488;-339;-27;98;57,56;12221,92;-0,0
60;2,44;-132,16;496;-16636;-416;-337;-2;85;57,56;12279,48;0,0
60;2,44;-132,09;532;-16580;-488;-338;-46;77;57,56;12337,04;-0,0
60;2,44;-131,77;556;-16668;-432;-297;-20;55;57,56;12452,15;0,0
60;2,45;-131,69;568;-16644;-496;-324;-7;68;57,56;12509,71;-0,0
60;2,45;-131,79;600;-16620;-552;-313;-15;54;57,56;12567,27;-0,0
60;2,44;-131,76;484;-16660;-436;-332;-19;66;57,55;12624,82;-0,0
60;2,43;-131,38;456;-16700;-444;-343;-34;95;57,56;12739,94;0,0
60;2,43;-131,29;468;-16604;-368;-317;-3;93;57,56;12797,51;0,0
60;2,43;-131,45;496;-16656;-576;-333;-42;75;57,57;12855,08;0,01
60;2,44;-131,4;544;-16632;-552;-332;-34;70;57,57;12912,64;-0,0
60;2,44;-131,54;480;-16696;-540;-342;-25;80;57,56;13027,77;-0,0
60;2,43;-131,61;492;-16676;-344;-311;-26;93;57,56;13085,33;-0,0
60;2,43;-131,75;512;-16608;-476;-311;-4;81;57,57;13142,9;0,01
60;2,43;-131,83;520;-16664;-452;-325;-4;77;57,57;13200,47;-0,0
60;2,43;-131,5;512;-16540;-356;-325;-38;77;57,57;13315,6;-0,0
60;2,42;-131,71;504;-16688;-436;-312;-22;74;57,58;13373,18;0,01
60;2,42;-131,68;572;-16648;-420;-319;-17;78;57,58;13430,76;0,0
60;2,41;-131,49;504;-16716;-340;-321;-4;78;57,58;13488,34;-0,0
60;2,42;-131,69;468;-16660;-612;-320;-2;81;57,58;13603,52;-0,01
60;2,42;-131,36;504;-16716;-236;-331;-16;60;57,57;13661,09;-0,01
60;2,41;-131,46;460;-16756;-364;-324;-23;77;57,58;13718,67;0,01
60;2,41;-131,29;580;-16688;-412;-320;-6;90;57,59;13776,25;0,01
60;2,41;-131,37;568;-16588;-440;-314;-27;91;57,59;13891,43;-0,0
60;2,42;-131,6;548;-16672;-548;-323;-22;66;57,58;13949,01;-0,01
60;2,42;-131,49;552;-16620;-448;-316;-18;76;57,58;14006,59;-0,0
60;2,43;-131,64;528;-16692;-476;-318;8;87;57,57;14064,16;-0,01
60;2,45;-131,78;572;-16616;-448;-330;-19;83;57,55;14179,27;-0,02
60;2,45;-132,13;516;-16664;-520;-315;-38;92;57,55;14236,82;-0,0
60;2,45;-132,09;528;-16732;-480;-333;-17;61;57,55;14294,38;0,01
60;2,43;-131,99;404;-16708;-376;-340;-15;101;57,56;14351,94;0,0
60;2,45;-132,05;528;-16648;-524;-335;-38;70;57,56;14467,05;-0,0
60;2,45;-132,04;528;-16784;-492;-315;-3;85;57,55;14524,6;-0,0
60;2,44;-132,01;452;-16656;-520;-337;-22;86;57,56;14582,17;0,01
60;2,43;-132,12;544;-16712;-444;-330;-18;82;57,57;14639,73;0,0
60;2,44;-131,73;528;-16592;-372;-323;-18;83;57,56;14754,85;-0,01
60;2,43;-131,72;524;-16676;-480;-324;-42;75;57,57;14812,42;0,01
60;2,42;-131,56;516;-16596;-436;-338;-26;90;57,57;14870,0;0,01
60;2,41;-131,2;524;-16704;-332;-320;-31;65;57,58;14927,57;0,0
60;2,41;-131,3;492;-16584;-540;-320;-1;90;57,59;15042,76;-0,01
60;2,42;-131,33;504;-16588;-404;-339;-40;71;57,58;15100,34;-0,01
60;2,42;-131,57;504;-16660;-576;-306;-34;101;57,59;15157,92;0,01
60;2,42;-131,78;444;-16640;-444;-359;-31;82;57,58;15215,5;-0,01
60;2,41;-131,87;532;-16624;-440;-341;-30;66;57,59;15330,68;0,0
60;2,42;-131,52;616;-16680;-436;-317;-32;73;57,59;15388,27;-0,0
60;2,42;-131,67;588;-16632;-464;-326;-23;103;57,59;15445,85;-0,0
