Gas;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
100;16,94;8,63;156;-18084;4076;7152;-1946;-93
100;15,65;1,7;832;-17684;3936;7724;-851;130
100;15,4;0,91;108;-18032;4532;8297;-288;-135
100;17,18;-10,56;6048;-17844;4476;8805;22;66
100;18,29;-1,48;-4540;-17480;5304;9219;-727;11
100;19,44;-10,26;6116;-17684;4428;9632;-1220;64
100;20,33;-2,75;-4768;-17568;5516;9915;-1034;62
100;20,36;-5,43;1972;-17952;5272;10251;-1350;-127
100;20,63;-4,19;-376;-16548;5692;10485;-340;240
100;20,79;-6,76;2164;-17632;5456;10685;-1172;-81
100;21,32;-5,4;-444;-16164;6272;10793;-352;81
100;21,42;-4,44;-276;-17180;5828;10842;-1504;-168
100;21,82;-5,0;888;-15920;6100;10853;-630;104
100;21,9;-5,71;960;-17100;5928;10796;-1256;-164
100;22,84;-4,93;-20;-15144;7316;10726;-166;251
100;23,46;-2,17;-1916;-15832;6924;10539;-1152;-130
100;24,11;-3,54;1628;-14848;6884;10406;-277;316
100;24,61;-2,02;-964;-15440;7128;10134;-1184;-151
100;25,61;-3,38;1820;-13796;7544;9831;5;285
100;26,65;1,95;-5100;-14520;6964;9479;-728;136
100;27,85;-1,83;4284;-13284;7512;9162;-68;161
100;28,63;1,62;-3464;-14036;7748;8674;-926;-103
100;29,66;-0,08;2068;-12212;8024;8295;114;228
100;30,87;4,13;-4984;-12684;8060;7800;-480;-55
100;32,3;-0,55;6100;-11980;8032;7306;18;330
100;33,24;2,85;-4220;-12308;8492;6759;-729;-17
100;34,15;0,23;3308;-10980;8140;6213;113;186
100;35,2;3,94;-5048;-11392;8600;5622;-295;-23
100;36,37;-0,32;6120;-10860;8324;5130;-127;43
100;37,32;2,97;-4816;-10924;9112;4399;-343;-184
100;38,37;0,1;4448;-9976;9148;3847;83;25
100;39,16;2,96;-4308;-10304;9248;3193;12;-185
100;40,29;-1,44;7552;-9900;8612;2648;51;56
100;40,58;1,33;-3928;-10176;8556;1930;-261;-143
100;41,44;-2,19;6352;-9388;8880;1298;263;117
100;41,97;1,03;-5256;-9904;9384;654;225;110
100;42,92;-3,18;8764;-9580;9088;37;166;261
100;42,97;-0,19;-4668;-10040;8876;-648;80;173
100;43,31;-3,9;7420;-9904;8496;-1205;238;260
100;43,4;-0,76;-4796;-9688;9228;-1829;2313;236
100;43,85;-4,03;7956;-9716;9384;-2352;2100;317
100;43,78;-0,47;-6340;-10256;8980;-3027;901;305
100;43,51;-3,52;6012;-10464;8660;-3503;-1204;101
100;43,06;-0,95;-4556;-10580;8984;-4108;-249;379
100;42,98;-4,4;8100;-10572;8592;-4551;626;227
100;42,37;-1,38;-5196;-11184;8740;-5145;1300;311
100;41,97;-4,35;6836;-11252;8936;-5563;-630;104
100;41,31;-1,71;-4852;-11248;8872;-6078;280;148
100;41,08;-4,88;8532;-11460;8912;-6405;1090;252
100;40,01;-2,29;-4388;-12348;8140;-6919;532;-102
100;39,48;-5,52;8016;-12288;8336;-7198;-430;-125
100;38,7;-2,33;-6024;-12308;8344;-7573;1282;49
100;38,32;-5,46;8924;-12424;8664;-7857;851;-8
100;37,02;-3,37;-3556;-13668;7952;-8223;9;-265
100;36,45;-6,5;8872;-13672;8332;-8453;335;-281
100;35,46;-3,73;-5276;-13996;8484;-8682;1126;-202
100;34,75;-6,46;7488;-13736;8072;-8813;499;-130
100;33,25;-4,4;-3100;-15008;7024;-9100;474;-210
100;32,48;-7,47;8324;-14744;7004;-9141;904;-196
100;31,5;-4,46;-5672;-14800;7660;-9315;1379;-290
100;31,16;-7,54;9924;-14584;8048;-9325;757;-188
100;29,95;-4,93;-4468;-15876;7116;-9388;997;-359
100;29,24;-7,65;7576;-15168;7036;-9333;808;-136
100;28,14;-4,72;-5176;-16360;6632;-9311;1057;-304
100;27,66;-6,9;6912;-15328;8580;-9076;531;-227
100;26,49;-4,83;-3320;-16880;6668;-9009;637;-530
100;25,94;-7,49;7576;-16204;6908;-8725;663;-331
100;25,02;-4,59;-5080;-16896;6156;-8563;1054;-278
100;24,56;-6,9;6532;-15808;6984;-8171;854;-239
100;23,78;-4,45;-4536;-17192;6564;-7960;505;-319
100;23,37;-7,07;6832;-16216;6100;-7506;435;-182
100;22,62;-3,78;-5400;-17256;4676;-7138;672;-168
100;22,2;-5,86;5196;-16532;6364;-6618;422;-103
100;21,65;-4,03;-3256;-16940;6428;-6293;97;-174
100;21,63;-6,48;6836;-16048;6624;-5758;77;-84
100;21,1;-4,11;-3796;-17212;5232;-5324;430;-152
100;21,05;-6,76;6668;-16752;5488;-4633;165;256
100;20,77;-4,54;-3876;-16880;5584;-4130;-45;-17
100;20,52;-6,11;3424;-16756;5412;-3483;276;175
100;20,6;-2,98;-6300;-16828;4924;-2949;103;-31
100;20,84;-5,54;6324;-16336;5456;-2271;-79;227
