Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;36,43;7,49;972;-20496;6368;16913;394;-469;23,44;1341,02;-4,48
60;37,05;7,9;952;-19288;5824;17285;-5069;-435;23,22;1364,24;-0,22
60;37,45;3,87;8512;-19484;4712;17403;370;-541;22,2;1409,47;-0,84
60;37,64;1,66;-968;-18776;5064;17227;857;-775;21,92;1431,38;-0,28
60;37,61;2,81;-2860;-17868;4900;16842;-565;-900;22,41;1453,79;0,49
60;37,51;3,46;-2164;-17076;4532;16214;-698;-966;22,78;1476,58;0,37
60;36,73;3,72;-3336;-16080;4520;15478;-1228;-872;22,69;1522,31;-0,36
60;36,97;2,31;-4156;-15336;5520;14630;-2150;-682;22,83;1545,14;0,14
60;37,11;2,41;2056;-15012;4628;13734;-690;-676;22,72;1567,86;-0,11
60;37,73;-3,23;8568;-13564;2248;12559;1660;-924;22,8;1590,66;0,09
60;37,86;0,38;-2964;-12160;4404;11184;-2480;-744;21,69;1634,54;-0,49
60;37,61;-3,05;1600;-12532;4548;9973;-372;-505;21,96;1656,49;0,27
60;37,06;-3,74;-492;-10648;3268;8498;-466;-428;22,49;1678,98;0,53
60;36,45;-5,0;3548;-11488;3768;6972;231;-351;23,37;1702,35;0,88
60;35,59;-3,91;-556;-10584;4820;5524;-85;-119;24,04;1750,22;0,21
60;34,91;-3,51;636;-9696;4120;3908;-1253;-6;24,69;1774,91;0,65
60;34,26;-4,6;3572;-10312;3612;2297;1398;139;25,38;1800,29;0,69
60;33,3;-4,48;-772;-9172;4456;633;916;265;26,19;1826,49;0,81
60;32,11;-4,09;-400;-9564;5000;-997;-1032;396;27,71;1881,2;0,69
60;31,05;-4,84;1420;-9300;4604;-2698;-835;554;28,62;1909,82;0,91
60;29,85;-5,98;2028;-9432;4208;-4277;1342;631;29,57;1939,39;0,95
60;28,59;-5,78;980;-10540;4896;-5737;1658;802;30,52;1969,91;0,95
60;27,54;-4,69;-1216;-10496;6152;-7095;-66;929;32,47;2034,02;0,84
60;26,5;-7,52;3420;-12872;6012;-8084;760;1053;33,17;2067,19;0,7
60;25,38;-9,39;5096;-12608;5220;-9143;3637;876;34,05;2101,24;0,88
60;24,24;-9,34;-984;-13600;7780;-9788;2386;886;34,88;2136,12;0,83
60;25,07;-5,02;-9004;-12360;11276;-9938;1824;1155;35,6;2207,22;0,1
60;24,67;-5,06;2996;-13448;10436;-9952;5408;1134;35,48;2242,7;-0,12
60;24,7;-6,49;-1356;-13728;11008;-9824;-4481;1135;35,25;2277,94;-0,23
60;24,29;-5,96;-1200;-14940;11452;-9434;1455;577;35,47;2313,41;0,22
60;24,31;-6,92;10912;-15632;11460;-8717;2973;688;35,48;2348,89;0,01
60;25,28;-8,29;6984;-13132;12896;-8042;-1659;519;35,35;2419,5;0,08
60;25,51;-10,35;6144;-15144;12020;-7208;-3188;400;34,7;2454,21;-0,64
60;25,8;-10,32;100;-14068;13468;-6082;-2391;228;34,39;2488,59;-0,32
60;26,53;-8,27;-11352;-14364;13240;-4927;-1495;-398;33,81;2522,41;-0,57
60;27,14;-8,17;-9884;-14732;12696;-3880;-584;-551;33,09;2555,5;-0,73
60;28,41;-6,71;-8552;-14816;12652;-2846;2030;-734;32,08;2619,79;-0,14
60;28,76;-7,56;6936;-15668;11316;-1973;2677;-931;31,52;2651,31;-0,56
60;29,44;-8,39;10776;-13948;11968;-1377;-592;-804;31,07;2682,38;-0,45
60;29,8;-7,9;-12;-14952;9532;-645;-3231;-757;30,23;2712,62;-0,84
60;30,62;-7,9;-8908;-14560;10004;14;-654;-873;29,72;2742,33;-0,51
60;31,56;-8,73;9292;-13388;10200;408;-1222;-685;28,86;2800,31;-0,26
60;32,34;-8,89;-8440;-14024;9028;701;-2410;-742;27,95;2828,26;-0,91
60;32,81;-10,88;8072;-14332;9416;803;-625;-691;27,48;2855,74;-0,46
60;33,15;-10,83;-6400;-15376;7592;1019;700;-563;26,94;2882,68;-0,54
60;33,34;-8,29;-5836;-13936;7924;920;-2947;-389;26,72;2936,4;-0,27
60;33,47;-8,49;7476;-13576;6820;656;-1512;12;26,65;2963,05;-0,07
60;33,26;-9,04;2696;-13384;7120;370;14;142;26,68;2989,73;0,03
60;33,12;-10,48;3008;-13128;6480;-35;-337;439;26,76;3016,49;0,09
60;32,73;-12,42;3492;-13072;6752;-506;68;625;27,2;3070,84;0,05
60;32,23;-12,64;3716;-13156;6572;-982;410;686;27,67;3098,51;0,47
60;32,0;-12,76;4708;-13140;5768;-1537;-96;854;27,85;3126,37;0,18
60;31,53;-14,88;5840;-13308;4492;-2014;1016;876;28,24;3154,61;0,39
60;30,61;-14,93;5196;-13672;5304;-2592;1201;801;29,31;3212,74;0,49
60;29,81;-13,98;1896;-13988;5872;-3155;1611;679;29,93;3242,67;0,61
60;29,38;-14,63;-916;-14644;5820;-3563;1963;758;30,21;3272,88;0,29
60;28,68;-11,99;-4716;-14600;4680;-3951;1192;822;30,89;3303,77;0,68
60;27,94;-9,3;-4956;-15224;5040;-4240;864;699;31,95;3367,21;0,45
60;27,8;-9,24;-6632;-15276;7112;-4340;1170;699;32,18;3399,39;0,24
60;27,39;-9,04;-1248;-14172;7964;-4336;-945;544;32,43;3431,82;0,25
60;27,0;-9,68;3548;-14772;7856;-4231;-1084;547;32,75;3464,57;0,32
60;26,76;-10,12;1216;-16444;7512;-3932;2217;86;33,16;3530,73;0,16
60;26,75;-10,17;-2280;-14540;9176;-3483;-1843;-53;33,3;3564,03;0,14
60;26,83;-10,14;5808;-14736;9844;-3025;1991;-175;33,32;3597,35;0,02
60;27,13;-8,32;-5376;-14876;9400;-2354;-2358;-385;32,94;3630,29;-0,37
60;27,2;-8,24;-2436;-16556;9004;-1634;3460;-698;32,72;3663,01;-0,23
60;28,11;-8,24;7404;-14588;9968;-950;-1285;-483;32,2;3727,69;-0,28
60;28,58;-8,45;-3936;-15664;10124;-277;279;-872;31,58;3759,27;-0,62
60;29,14;-9,97;7692;-15964;9852;408;2304;-761;31,13;3790,41;-0,45
60;29,49;-9,45;412;-14860;9416;1053;-2965;-615;30,7;3821,11;-0,43
60;30,14;-8,89;-1580;-14736;9068;1624;1265;-957;29,92;3881,32;-0,37
60;30,48;-9,06;3848;-14708;8876;1999;-3029;-510;29,67;3910,99;-0,25
60;30,72;-8,0;-2036;-15156;8120;2537;1676;-712;29,4;3940,39;-0,27
60;31,26;-7,34;2520;-14656;8132;2767;-3139;-433;28,97;3969,36;-0,43
60;31,66;-7,79;500;-15528;7192;3101;2049;-654;28,2;4026,26;-0,49
60;32,31;-7,67;-8236;-15380;6064;3282;-1714;-308;27,84;4054,1;-0,36
60;32,94;-9,94;6656;-14080;7460;3174;-3288;-127;27,3;4081,4;-0,54
60;33,35;-11,04;1148;-14404;7464;3125;906;-148;26,77;4108,17;-0,53
60;33,5;-10,91;-3116;-14312;5968;2926;323;-80;26,33;4160,9;-0,08
60;33,34;-11,51;-300;-14484;5228;2682;508;-76;26,43;4187,33;0,1
60;33,03;-10,7;-2380;-14512;5488;2331;1127;117;26,86;4214,19;0,43
60;32,76;-9,04;-2744;-14160;5544;1923;1320;204;27,19;4241,38;0,33
60;32,35;-7,57;-2052;-14168;5528;1413;1095;375;27,42;4296,22;-0,01
60;32,28;-7,8;-3820;-13544;6116;851;377;567;27,65;4323,87;0,23
60;31,99;-6,22;-3060;-13784;6152;260;101;679;27,9;4351,77;0,25
60;31,61;-6,42;-504;-13272;6224;-314;450;932;28,22;4379,99;0,32
60;31,42;-9,23;4908;-13264;6276;-846;43;770;28,56;4436,99;0,12
