Gas;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
40;117,13;-51,27;1940;-16840;-136;673;-173;65
40;87,49;-17,58;-2704;-16008;988;824;-130;45
40;72,22;-33,25;5344;-16960;48;871;138;-49
40;61,0;-10,65;-2968;-16624;-76;1037;64;-70
40;53,81;-25,39;4536;-17740;-1300;1134;-131;-9
40;48,57;-10,5;-4488;-15704;532;1200;-207;-47
40;44,55;-21,52;5216;-17416;-964;1272;-365;39
40;41,27;-10,67;-4540;-15528;1276;1376;-435;11
40;38,06;-18,52;3936;-17584;224;1475;294;141
40;34,06;-5,8;-116;-16516;-40;1484;-656;208
40;30,57;-5,04;4;-17232;196;1656;109;200
40;28,07;-12,18;2308;-16792;180;1629;-126;224
40;25,54;-18,39;1412;-17020;224;1650;-1156;297
40;23,29;-11,55;-1352;-16376;788;1771;67;391
40;22,02;-17,85;4656;-17572;384;1714;-222;331
40;20,81;-23,85;4252;-16328;320;1658;-839;211
40;20,18;-15,25;-5700;-15772;968;1818;-480;381
40;19,66;-20,52;6372;-17200;1356;1772;182;274
40;17,5;-12,0;-352;-16704;52;1661;-238;214
40;16,22;-15,44;2232;-15880;1648;1664;-818;348
40;15,52;-6,48;-4520;-16028;32;1696;-204;206
40;14,76;-11,86;4324;-17288;1148;1585;621;320
40;14,3;-18,41;5252;-16748;-16;1487;-439;215
40;13,63;-11,5;-3580;-15524;1768;1426;89;173
40;13,0;-15,88;3860;-16880;1716;1471;765;212
40;11,71;-17,1;880;-16440;1460;1280;688;139
40;11,35;-22,73;4920;-17252;652;1132;-398;206
40;10,67;-27,44;3228;-15928;916;992;-901;-6
40;10,45;-19,42;-4676;-16600;1508;1056;234;138
40;10,47;-24,06;5744;-17140;1696;833;168;9
40;9,15;-28,83;908;-16848;200;658;-241;94
40;8,15;-25,12;-640;-16048;1552;588;-1175;80
40;8,12;-16,56;-4840;-16068;652;509;-450;128
40;7,51;-11,51;-1992;-16688;2072;385;427;170
40;8,16;-16,8;7752;-17036;1496;131;331;93
40;7,59;-12,15;-1828;-15256;2060;-70;-777;137
40;7,09;-7,48;-2068;-16020;2084;-72;-593;134
40;7,01;-0,05;-4300;-15748;656;-210;366;136
40;6,87;-5,15;4292;-17356;1436;-492;147;158
40;7,12;-11,72;5968;-16652;-308;-699;-479;185
40;6,69;-6,29;-2484;-15200;1600;-776;-498;119
40;6,37;-1,39;-2720;-15860;1992;-846;-137;146
40;5,79;-3,67;1496;-16344;1856;-985;1199;143
40;6,14;-9,1;6484;-17692;964;-1160;595;206
40;6,71;-15,16;7320;-16768;-352;-1375;-150;64
40;6,25;-10,32;-2140;-15384;1716;-1435;-667;97
40;5,59;-6,51;-1244;-16752;1528;-1383;452;65
40;5,06;-3,63;-1104;-16372;2024;-1543;846;28
40;5,23;-8,25;5328;-17552;1540;-1695;756;120
40;4,83;-11,89;2280;-15248;1252;-1848;-675;33
40;5,64;-5,64;-7388;-15308;1792;-1781;-89;124
40;5,27;-0,18;-2720;-16824;1056;-1807;590;-13
40;5,13;4,78;-3508;-16904;1644;-1895;1248;-64
40;5,41;-1,05;5996;-17164;256;-2134;-472;-55
40;5,11;-5,73;2816;-15588;780;-2122;-755;-169
40;5,91;0,11;-7552;-15252;1400;-2041;-225;-39
40;6,32;-4,25;6476;-17264;1924;-2121;1158;-157
40;6,33;-9,07;4860;-17244;592;-2265;676;-183
40;6,58;-14,48;5900;-16860;-316;-2260;-1034;-19
40;5,97;-9,7;-1300;-15040;664;-2109;-1268;-130
40;6,02;-3,89;-4836;-17976;1024;-2000;1501;-15
40;7,27;-8,55;12404;-18068;1232;-2116;1305;-88
