Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;2,41;-130,97;584;-16552;-520;-352;-17;80;57,62;1333,18;-0,04
60;2,44;-131,09;620;-16588;-572;-336;-28;63;57,58;1390,77;-0,04
60;2,45;-130,93;540;-16620;-476;-340;16;81;57,55;1448,32;-0,03
60;2,44;-130,93;532;-16648;-528;-348;-20;90;57,56;1505,88;0,02
60;2,46;-131,01;532;-16596;-508;-313;-24;104;57,55;1620,97;0,0
60;2,44;-130,34;468;-16564;-340;-326;-14;76;57,54;1678,51;-0,01
60;2,45;-130,91;512;-16632;-520;-336;-26;66;57,55;1736,06;0,01
60;2,47;-130,96;604;-16624;-516;-305;-28;93;57,54;1793,59;-0,01
60;2,49;-131,37;520;-16596;-616;-309;-40;90;57,52;1908,64;-0,0
60;2,5;-131,46;520;-16688;-428;-324;-33;76;57,49;1966,13;-0,03
60;2,51;-131,72;512;-16548;-532;-315;-28;68;57,49;2023,62;-0,0
60;2,52;-131,79;568;-16596;-532;-338;-37;84;57,49;2081,1;-0,0
60;2,49;-132,41;476;-16728;-476;-330;-17;93;57,5;2196,09;0,02
60;2,51;-132,3;588;-16520;-532;-301;-16;72;57,5;2253,59;-0,0
60;2,51;-132,69;492;-16604;-552;-323;-23;89;57,49;2311,08;-0,01
60;2,48;-132,1;484;-16684;-320;-328;-42;102;57,5;2368,59;0,01
60;2,47;-132,86;396;-16588;-524;-325;-19;94;57,52;2483,63;-0,0
60;2,46;-132,37;536;-16764;-496;-343;-19;72;57,54;2541,17;0,02
60;2,47;-132,89;536;-16664;-644;-311;-37;47;57,54;2598,71;-0,0
60;2,48;-133,09;468;-16696;-532;-332;0;72;57,52;2656,23;-0,02
60;2,47;-132,7;600;-16624;-452;-332;-19;81;57,54;2771,31;-0,0
60;2,46;-132,84;492;-16684;-456;-322;-21;87;57,54;2828,84;0,0
60;2,46;-132,71;540;-16640;-536;-326;-33;90;57,54;2886,38;0,0
60;2,46;-132,47;544;-16656;-412;-319;-24;88;57,53;2943,92;-0,01
60;2,83;-133,6;508;-16532;-2348;-370;179;116;57,36;3058,82;-0,18
60;3,01;-120,31;876;-16336;-512;-454;-189;94;57,02;3115,83;-0,34
60;3,51;-117,77;2940;-16724;1004;-275;180;49;56,74;3172,57;-0,28
60;3,54;-115,53;1244;-16572;-852;-211;234;-10;56,52;3229,09;-0,21
60;3,74;159,72;-436;-16080;-1180;-377;142;59;56,29;3341,78;-0,11
60;3,69;164,86;-92;-16796;-340;-304;94;123;56,23;3398,02;-0,05
60;3,62;-109,12;880;-17232;-724;-301;-79;54;56,4;3454,42;0,16
60;3,71;-109,62;864;-16564;-836;-294;34;98;56,33;3510,74;-0,07
60;3,65;173,05;-80;-16800;-656;-272;-56;135;56,31;3623,34;0,01
60;3,62;-127,05;172;-16588;-488;-333;72;60;56,33;3679,67;0,03
60;3,6;-127,31;476;-16744;-900;-271;-77;87;56,41;3736,08;0,08
