Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s)
1;0;-9,64;-65,33;0;-9;0;0;0;0
1;20;-5,51;-86,73;0;-10;0;0;0;0
1;40;-3,61;-91,17;0;-9;0;0;0;0
1;60;-2,43;-95,79;0;-9;0;0;0;0
1;80;-1,74;-100,46;0;-9;0;0;0;0
1;100;-1,15;-102,41;0;-9;0;0;0;0
1;120;-0,7;-102,81;0;-9;0;0;0;0
1;140;-0,35;-103,14;0;-9;0;0;0;0
1;160;-0,01;-104,72;0;-9;0;0;0;0
1;180;0,25;-103,79;0;-9;0;0;0;0
1;200;0,5;-103,64;0;-9;0;0;0;0
1;220;0,73;-103,21;0;-9;0;0;0;0
1;240;0,88;-102,07;0;-9;0;0;0;0
1;260;1,07;-102,92;0;-9;0;0;0;0
1;280;1,23;-103,1;0;-9;0;0;0;0
1;300;1,38;-101,28;0;-9;0;0;0;0
1;320;1,5;-102,78;0;-9;0;0;0;0
1;340;1,62;-103,3;0;-9;0;0;0;0
1;360;1,74;-105,96;0;-9;0;0;0;0
1;380;1,84;-107,39;0;-9;0;0;0;0
1;400;1,93;-107,34;0;-9;0;0;0;0
1;420;1,99;-109,18;0;-9;0;0;0;0
1;440;2,04;-111,79;0;-9;0;0;0;0
1;460;2,12;-110,5;0;-9;0;0;0;0
1;480;2,13;-111,18;0;-9;0;0;0;0
1;500;2,17;-111,61;0;-9;0;0;0;0
1;520;2,21;-110,42;0;-9;0;0;0;0
1;540;2,22;-110,8;0;-9;0;0;0;0
1;560;2,28;-110,04;0;-9;0;0;0;0
1;580;2,27;-111,06;0;-9;0;0;0;0
1;600;2,24;-108,6;0;-9;0;0;0;0
1;620;2,18;-106,97;0;-9;0;0;0;0
1;640;2,2;-107,33;0;-9;0;0;0;0
1;660;2,19;-106,41;0;-9;0;0;0;0
1;680;2,22;-107,91;0;-9;0;0;0;0
1;700;2,22;-108,77;0;-9;0;0;0;0
1;720;2,22;-107,81;0;-9;0;0;0;0
1;740;2,22;-108,37;0;-9;0;0;0;0
1;760;2,23;-109,55;0;-9;0;0;0;0
1;780;2,2;-108,58;0;-9;0;0;0;0
1;800;2,19;-109,89;0;-9;0;0;0;0
1;820;2,16;-110,88;0;-9;0;0;0;0
1;840;2,16;-110,11;0;-9;0;0;0;0
1;860;2,14;-109,31;0;-9;0;0;0;0
1;880;2,11;-109,14;0;-9;0;0;0;0
1;900;2,09;-109,81;0;-9;0;0;0;0
1;920;2,12;-110,49;0;-9;0;0;0;0
1;940;2,13;-110,16;0;-9;0;0;0;0
1;960;2,11;-110,19;0;-9;0;0;0;0
1;980;2,09;-109,95;0;-9;0;0;0;0
1;1000;2,07;-108,69;0;-9;0;0;0;0
1;1020;2,05;-109,12;0;-9;0;0;0;0
1;1040;2,06;-109,92;0;-9;0;0;0;0
1;1060;2,05;-109,78;0;-9;0;0;0;0
1;1080;2,04;-108,57;0;-9;0;0;0;0
1;1100;2,03;-108,91;0;-9;0;0;0;0
1;1120;2,0;-107,84;0;-9;0;0;0;0
1;1140;2,03;-108,5;0;-9;0;0;0;0
1;1160;2,01;-108,76;0;-9;0;0;0;0
1;1180;1,99;-108,96;0;-9;0;0;0;0
1;1200;1,99;-108,77;0;-9;0;0;0;0
1;1220;1,98;-108,68;0;-9;0;0;0;0
1;1240;1,98;-106,89;0;-9;0;0;0;0
1;1260;1,97;-106,56;0;-9;0;0;0;0
1;1280;1,95;-106,48;0;-10;0;0;0;0
1;1300;1,91;-106,3;0;-9;0;0;0;0
1;1320;1,9;-106,55;0;-9;0;0;0;0
1;1340;1,89;-107,58;0;-9;0;0;0;0
1;1360;1,88;-108,21;0;-9;0;0;0;0
1;1380;1,88;-108,15;0;-9;0;0;0;0
1;1400;1,86;-107,72;0;-9;0;0;0;0
1;1420;1,85;-107,75;0;-9;0;0;0;0
1;1440;1,87;-107,75;0;-9;0;0;0;0
1;1460;1,87;-108,19;0;-9;0;0;0;0
1;1480;1,87;-107,61;0;-9;0;0;0;0
1;1500;1,84;-107,59;0;-9;0;0;0;0
1;1520;1,84;-107,18;0;-9;0;0;0;0
1;1540;1,84;-106,55;0;-9;0;0;0;0
1;1560;1,86;-106,93;0;-10;0;0;0;0
1;1580;1,86;-106,23;0;-9;0;0;0;0
1;1600;1,86;-106,12;0;-9;0;0;0;0
1;1620;1,85;-105,23;0;-9;0;0;0;0
1;1640;1,86;-106,08;0;-9;0;0;0;0
1;1660;1,85;-105,42;0;-9;0;0;0;0
1;1680;1,85;-106,02;0;-9;0;0;0;0
1;1700;1,83;-105,83;0;-9;0;0;0;0
1;1720;1,83;-106,38;0;-9;0;0;0;0
1;1740;1,81;-106,6;0;-9;0;0;0;0
1;1760;1,8;-106,57;0;-9;0;0;0;0
1;1780;1,8;-107,28;0;-9;0;0;0;0
1;1800;1,79;-106,54;0;-9;0;0;0;0
1;1820;1,78;-106,5;0;-9;0;0;0;0
1;1840;1,77;-106,14;0;-9;0;0;0;0
1;1860;1,77;-106,22;0;-9;0;0;0;0
1;1880;1,75;-106,73;0;-9;0;0;0;0
1;1900;1,74;-106,14;0;-9;0;0;0;0
1;1920;1,71;-105,59;0;-9;0;0;0;0
1;1940;1,71;-105,57;0;-9;0;0;0;0
1;1960;1,71;-105,9;0;-9;0;0;0;0
1;1980;1,73;-106,34;0;-9;0;0;0;0
1;2000;1,72;-106,07;0;-9;0;0;0;0
1;2020;1,72;-106,55;0;-9;0;0;0;0
1;2040;1,71;-106,27;0;-9;0;0;0;0
1;2060;1,72;-106,1;0;-9;0;0;0;0
1;2080;1,72;-106,1;0;-9;0;0;0;0
1;2100;1,71;-106,71;0;-9;0;0;0;0
1;2120;1,71;-106,54;0;-9;0;0;0;0
1;2140;1,7;-106,01;0;-9;0;0;0;0
1;2160;1,7;-106,04;0;-9;0;0;0;0
1;2180;1,69;-106,21;0;-9;0;0;0;0
1;2200;1,69;-105,81;0;-9;0;0;0;0
1;2220;1,71;-106,11;0;-10;0;0;0;0
1;2240;1,7;-105,63;0;-9;0;0;0;0
1;2260;1,7;-105,69;0;-9;0;0;0;0
1;2280;1,69;-106,07;0;-9;0;0;0;0
1;2300;1,69;-105,75;0;-9;0;0;0;0
1;2320;1,68;-105,58;0;-9;0;0;0;0
1;2340;1,67;-105,87;0;-9;0;0;0;0
1;2360;1,67;-106,39;0;-10;0;0;0;0
1;2380;1,66;-105,64;0;-9;0;0;0;0
1;2400;1,66;-105,69;0;-9;0;0;0;0
1;2420;1,64;-105,07;0;-9;0;0;0;0
1;2440;1,65;-103,8;0;-9;0;0;0;0
1;2460;1,64;-103,98;0;-9;0;0;0;0
1;2480;1,64;-103,6;0;-9;0;0;0;0
1;2500;1,63;-103,57;0;-9;0;0;0;0
1;2520;1,62;-103,64;0;-9;0;0;0;0
1;2540;1,62;-103,9;0;-9;0;0;0;0
1;2560;1,63;-103,81;0;-9;0;0;0;0
1;2580;1,62;-103,47;0;-9;0;0;0;0
1;2600;1,62;-104,42;0;-9;0;0;0;0
1;2620;1,61;-104,77;0;-9;0;0;0;0
1;2640;1,59;-104,65;0;-9;0;0;0;0
1;2660;1,6;-105,14;0;-9;0;0;0;0
1;2680;1,59;-105,38;0;-9;0;0;0;0
1;2700;1,58;-105,17;0;-9;0;0;0;0
1;2720;1,57;-104,33;0;-9;0;0;0;0
1;2740;1,56;-104,36;0;-9;0;0;0;0
1;2760;1,55;-104,84;0;-9;0;0;0;0
1;2780;1,55;-105,38;0;-10;0;0;0;0
1;2800;1,56;-105,01;0;-9;0;0;0;0
1;2820;1,55;-105,4;0;-9;0;0;0;0
1;2840;1,57;-105,98;0;-9;0;0;0;0
1;2860;1,57;-106,92;0;-9;0;0;0;0
1;2880;1,58;-107,01;0;-9;0;0;0;0
1;2900;1,56;-106,82;0;-9;0;0;0;0
1;2920;1,55;-106,38;0;-9;0;0;0;0
1;2940;1,55;-106,03;0;-9;0;0;0;0
1;2960;1,54;-106,46;0;-9;0;0;0;0
1;2980;1,53;-107,02;0;-9;0;0;0;0
1;3000;1,53;-106,96;0;-9;0;0;0;0
1;3020;1,53;-106,23;0;-9;0;0;0;0
1;3040;1,54;-106,19;0;-9;0;0;0;0
1;3060;1,52;-106,62;0;-9;0;0;0;0
1;3080;1,52;-107,03;0;-10;0;0;0;0
1;3100;1,52;-106,66;0;-9;0;0;0;0
1;3120;1,53;-106,41;0;-9;0;0;0;0
1;3140;1,54;-106,77;0;-9;0;0;0;0
1;3160;1,53;-107,25;0;-9;0;0;0;0
1;3180;1,52;-107,99;0;-9;0;0;0;0
1;3200;1,51;-108,59;0;-9;0;0;0;0
1;3220;1,51;-107,98;0;-9;0;0;0;0
1;3240;1,5;-108,17;0;-9;0;0;0;0
1;3260;1,49;-107,99;0;-9;0;0;0;0
1;3280;1,48;-108,22;0;-9;0;0;0;0
1;3300;1,48;-109,15;0;-9;0;0;0;0
1;3320;1,48;-108,84;0;-9;0;0;0;0
1;3340;1,5;-108,44;0;-9;0;0;0;0
1;3360;1,49;-108,84;0;-9;0;0;0;0
1;3380;1,49;-109,3;0;-9;0;0;0;0
1;3400;1,5;-108,33;0;-9;0;0;0;0
1;3420;1,5;-107,96;0;-9;0;0;0;0
1;3440;1,5;-108,32;0;-9;0;0;0;0
1;3460;1,5;-107,86;0;-9;0;0;0;0
1;3480;1,5;-107,61;0;-9;0;0;0;0
1;3500;1,49;-106,83;0;-9;0;0;0;0
1;3520;1,48;-105,47;0;-9;0;0;0;0
1;3540;1,48;-105,27;0;-9;0;0;0;0
1;3560;1,47;-105,2;0;-9;0;0;0;0
1;3580;1,48;-105,66;0;-9;0;0;0;0
1;3600;1,49;-105,74;0;-9;0;0;0;0
1;3620;1,49;-105,43;0;-10;0;0;0;0
1;3640;1,49;-105,46;0;-9;0;0;0;0
1;3660;1,49;-105,22;0;-9;0;0;0;0
1;3680;1,49;-104,97;0;-9;0;0;0;0
1;3700;1,49;-104,93;0;-9;0;0;0;0
1;3720;1,5;-105,96;0;-9;0;0;0;0
1;3740;1,49;-106,1;0;-9;0;0;0;0
1;3760;1,49;-105,73;0;-9;0;0;0;0
1;3780;1,5;-106,08;0;-9;0;0;0;0
1;3800;1,49;-105,69;0;-9;0;0;0;0
1;3820;1,49;-104,79;0;-9;0;0;0;0
1;3840;1,48;-104,5;0;-9;0;0;0;0
1;3860;1,47;-104,47;0;-9;0;0;0;0
1;3880;1,46;-105,21;0;-9;0;0;0;0
1;3900;1,46;-105,56;0;-9;0;0;0;0
1;3920;1,45;-104,58;0;-9;0;0;0;0
1;3940;1,45;-104,77;0;-9;0;0;0;0
1;3960;1,45;-105,08;0;-9;0;0;0;0
1;3980;1,45;-104,69;0;-9;0;0;0;0
1;4000;1,45;-105,27;0;-9;0;0;0;0
1;4020;1,46;-105,03;0;-9;0;0;0;0
1;4040;1,44;-104,89;0;-9;0;0;0;0
1;4060;1,44;-104,97;0;-9;0;0;0;0
1;4080;1,42;-104,44;0;-9;0;0;0;0
1;4100;1,43;-105,06;0;-9;0;0;0;0
1;4120;1,43;-105,52;0;-9;0;0;0;0
1;4140;1,43;-106,03;0;-9;0;0;0;0
1;4160;1,43;-106,32;0;-9;0;0;0;0
1;4180;1,44;-106,31;0;-9;0;0;0;0
1;4200;1,45;-107,05;0;-9;0;0;0;0
1;4220;1,46;-106,82;0;-9;0;0;0;0
1;4240;1,46;-106,39;0;-9;0;0;0;0
1;4260;1,45;-106,37;0;-9;0;0;0;0
1;4280;1,46;-106,42;0;-9;0;0;0;0
1;4300;1,44;-106,82;0;-9;0;0;0;0
1;4320;1,43;-106,42;0;-9;0;0;0;0
1;4340;1,44;-107,27;0;-9;0;0;0;0
