Gas;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
0;16,13;-63,51;560;-16692;-932;-372;7;73
0;12,28;-87,11;632;-16560;-800;-393;-10;50
0;10,33;-100,87;616;-16668;-912;-390;-3;59
0;9,09;-110,84;500;-16716;-968;-377;-7;66
0;8,3;-117,39;584;-16604;-1024;-397;9;72
0;7,59;-122,41;456;-16760;-832;-384;11;59
0;7,06;-126,07;520;-16732;-868;-377;4;44
0;6,64;-129,24;504;-16728;-892;-379;16;42
0;6,32;-131,81;548;-16640;-932;-415;3;76
0;6,02;-134,58;440;-16692;-936;-381;7;63
0;5,73;-136,42;516;-16824;-844;-382;-9;69
0;5,46;-138,24;464;-16696;-816;-392;5;53
0;5,27;-140,02;520;-16632;-964;-388;36;63
0;5,08;-141,88;472;-16780;-972;-384;-9;61
0;4,89;-143,69;424;-16676;-912;-386;15;73
0;4,75;-144,55;636;-16676;-944;-387;-3;62
0;4,61;-145,68;552;-16672;-952;-394;4;71
0;4,44;-146,6;512;-16616;-836;-383;-2;67
0;4,27;-147,34;512;-16760;-796;-391;-15;91
0;4,16;-148,42;512;-16708;-960;-400;10;52
0;4,01;-149,17;480;-16708;-800;-383;20;61
0;3,91;-149,36;636;-16744;-864;-376;-2;69
0;3,83;-150,23;528;-16584;-980;-388;6;67
0;3,73;-150,8;520;-16628;-868;-378;16;83
0;3,67;-151,8;488;-16716;-1028;-400;-5;79
0;3,61;-152,8;464;-16768;-1012;-407;28;62
0;3,55;-153,18;540;-16656;-916;-386;6;55
0;3,52;-153,99;504;-16596;-1064;-382;-8;55
0;3,47;-154,41;524;-16644;-952;-389;1;53
0;3,43;-155,37;416;-16708;-1016;-380;26;58
0;3,38;-155,84;472;-16632;-932;-396;26;59
0;3,3;-156,19;436;-16636;-828;-367;-7;82
0;3,27;-156,41;520;-16672;-944;-391;-19;55
0;3,21;-155,96;568;-16700;-776;-377;-18;74
0;3,17;-156,31;468;-16756;-920;-384;-13;69
0;3,18;-156,6;528;-16744;-1032;-410;30;72
0;3,15;-156,75;504;-16700;-924;-391;-36;50
0;3,16;-157,13;492;-16744;-1036;-398;-32;48
0;3,15;-156,95;568;-16628;-912;-408;-10;72
0;3,15;-157,04;540;-16680;-1000;-386;-9;52
0;3,14;-157,22;492;-16760;-960;-381;16;75
0;3,1;-156,97;524;-16792;-828;-380;32;71
0;3,05;-156,85;456;-16624;-768;-400;5;65
0;3,06;-156,72;576;-16644;-968;-386;19;52
0;3,06;-156,66;536;-16656;-932;-361;-24;66
0;3,05;-156,28;596;-16692;-880;-378;-1;52
0;3,05;-156,42;476;-16776;-924;-397;12;42
0;3,06;-156,8;452;-16632;-1024;-386;6;60
0;3,05;-156,38;584;-16644;-852;-389;-8;60
0;3,05;-156,32;520;-16792;-916;-385;-4;66
0;3,03;-156,17;528;-16712;-880;-366;-6;77
0;3,03;-156,27;468;-16736;-904;-398;14;60
0;2,99;-156,21;444;-16672;-784;-380;11;65
0;3,01;-156,41;480;-16624;-996;-395;-7;63
0;2,99;-156,3;484;-16716;-840;-381;-11;54
0;3,01;-156,12;580;-16684;-960;-380;18;43
0;3,04;-156,4;484;-16632;-1076;-389;9;70
0;3,02;-156,55;424;-16668;-872;-369;4;70
0;3,02;-156,46;508;-16748;-900;-380;25;48
0;3,02;-156,81;404;-16644;-964;-390;-41;56
0;3,02;-156,79;484;-16756;-904;-377;-24;54
0;3,02;-156,78;480;-16664;-908;-373;-3;55
0;3,02;-156,66;528;-16740;-928;-375;0;59
0;3,03;-156,43;548;-16728;-900;-385;3;74
0;3,06;-156,59;508;-16680;-1080;-382;17;52
0;3,05;-156,36;504;-16680;-820;-385;-14;55
0;3,1;-156,35;584;-16628;-1104;-395;-17;41
0;3,11;-156,41;492;-16640;-976;-391;-4;54
0;3,12;-156,44;492;-16736;-960;-388;-3;63
0;3,11;-156,27;496;-16684;-844;-398;2;77
0;3,12;-156,38;464;-16648;-964;-390;4;75
0;3,14;-156,14;596;-16688;-972;-398;57;68
0;3,13;-155,93;500;-16708;-824;-377;-3;69
0;3,14;-156,26;400;-16660;-992;-404;6;39
0;3,15;-156,0;572;-16676;-916;-422;-10;44
0;3,13;-155,88;464;-16644;-816;-369;25;53
0;3,14;-156,01;452;-16600;-952;-400;-12;68
0;3,14;-155,77;540;-16716;-872;-390;17;48
0;3,14;-155,55;548;-16700;-888;-400;-42;74
0;3,15;-155,55;496;-16632;-944;-390;2;54
0;3,15;-155,63;456;-16720;-924;-389;0;49
0;3,14;-155,46;504;-16696;-848;-372;1;72
0;3,13;-155,53;428;-16680;-864;-383;16;50
0;3,13;-155,36;524;-16672;-880;-381;-2;66
0;3,16;-155,08;628;-16768;-964;-404;-21;81
0;3,15;-155,02;472;-16820;-852;-389;5;48
0;3,15;-154,83;536;-16756;-876;-379;7;69
0;3,16;-154,69;556;-16732;-936;-397;-14;65
0;3,17;-154,56;540;-16680;-916;-404;13;63
0;3,2;-154,69;508;-16692;-1072;-407;9;51
0;3,21;-154,62;540;-16736;-960;-407;0;68
0;3,21;-154,48;520;-16688;-876;-392;-4;38
0;3,24;-154,56;516;-16612;-1040;-404;12;64
0;3,26;-154,45;572;-16736;-992;-413;-7;70
0;3,27;-154,4;536;-16720;-964;-396;-7;46
0;3,3;-154,41;552;-16760;-1052;-387;21;50
0;3,3;-154,38;512;-16744;-940;-379;-2;75
0;3,28;-154,29;452;-16652;-788;-379;-24;81
0;3,29;-154,3;500;-16708;-952;-395;-4;81
0;3,28;-154,3;464;-16632;-880;-381;43;70
0;3,28;-154,01;580;-16660;-860;-376;8;45
0;3,29;-154,38;364;-16720;-996;-400;14;54
0;3,29;-154,35;500;-16680;-924;-382;5;70
0;3,28;-154,28;472;-16648;-840;-379;3;62
0;3,29;-154,25;524;-16728;-968;-396;10;49
0;3,31;-154,4;488;-16712;-1068;-361;9;67
0;3,31;-154,46;448;-16728;-904;-383;-23;58
0;3,32;-154,42;520;-16696;-956;-386;-20;48
0;3,3;-154,49;420;-16684;-856;-385;6;58
0;3,3;-154,26;536;-16684;-844;-387;-3;68
0;3,29;-154,23;456;-16776;-844;-408;11;66
0;3,29;-153,9;580;-16760;-832;-392;9;68
0;3,3;-154,09;432;-16628;-992;-377;-14;58
0;3,31;-154,1;512;-16668;-980;-384;0;63
0;3,31;-154,19;460;-16776;-960;-375;29;56
0;3,31;-154,13;476;-16744;-860;-393;-9;69
0;3,32;-154,25;452;-16728;-976;-397;6;51
0;3,33;-154,32;484;-16752;-992;-381;29;46
0;3,33;-154,24;500;-16768;-900;-376;35;72
0;3,32;-154,0;544;-16716;-840;-374;-16;60
0;3,34;-154,08;496;-16752;-1028;-385;7;53
0;3,33;-153,77;556;-16712;-808;-402;-19;86
0;3,34;-153,64;556;-16764;-940;-391;-5;81
0;3,35;-153,88;420;-16632;-1020;-387;-26;38
0;3,36;-153,7;548;-16792;-884;-389;11;67
0;3,36;-153,45;572;-16708;-868;-392;-22;41
0;3,36;-153,38;524;-16708;-924;-387;-11;63
0;3,37;-153,33;532;-16696;-960;-376;-11;64
0;3,38;-153,22;548;-16768;-936;-391;7;78
0;3,37;-153,2;464;-16620;-856;-389;-22;59
0;3,37;-153,14;484;-16668;-860;-380;18;69
0;3,38;-153,03;568;-16684;-968;-387;-14;50
0;3,4;-153,02;536;-16648;-992;-379;7;49
0;3,4;-153,17;440;-16696;-968;-407;4;68
0;3,42;-153,13;560;-16696;-1012;-380;-4;50
0;3,42;-153,02;512;-16688;-876;-401;-6;50
0;3,43;-152,84;580;-16728;-916;-407;-32;77
0;3,44;-152,89;504;-16656;-996;-384;27;45
0;3,42;-152,73;488;-16816;-788;-375;-8;57
0;3,42;-152,9;420;-16800;-932;-395;-13;41
0;3,43;-152,96;496;-16652;-992;-379;14;65
0;3,44;-152,9;520;-16680;-924;-387;-17;75
0;3,44;-152,68;568;-16660;-872;-406;12;30
0;3,46;-152,84;480;-16660;-1060;-381;27;67
0;3,45;-152,6;540;-16748;-812;-393;-21;54
0;3,45;-152,63;468;-16672;-904;-380;-3;52
0;3,44;-152,76;408;-16632;-868;-386;-2;38
0;3,45;-153,03;408;-16680;-1028;-382;8;53
0;3,46;-152,93;552;-16640;-956;-380;3;82
0;3,45;-152,89;488;-16684;-876;-382;-29;64
0;3,46;-152,85;528;-16672;-960;-378;2;75
0;3,47;-152,71;560;-16684;-928;-393;15;74
0;3,47;-152,77;456;-16772;-916;-389;13;57
0;3,45;-152,5;520;-16668;-764;-365;11;34
0;3,45;-152,39;540;-16748;-904;-398;3;33
0;3,45;-152,27;536;-16776;-896;-391;18;57
0;3,45;-152,02;572;-16656;-844;-373;-10;55
0;3,46;-152,09;504;-16712;-1000;-366;-1;70
0;3,49;-152,12;576;-16704;-1100;-396;-4;66
0;3,48;-152,18;452;-16780;-888;-381;5;73
0;3,49;-152,21;484;-16724;-928;-383;3;52
0;3,49;-152,28;488;-16760;-976;-380;-24;41
0;3,5;-152,3;504;-16648;-952;-377;-2;68
0;3,51;-152,3;524;-16676;-980;-420;1;42
0;3,52;-152,42;468;-16760;-984;-375;-10;68
0;3,51;-152,12;592;-16684;-836;-376;-26;60
0;3,5;-151,95;488;-16716;-780;-381;25;82
0;3,51;-151,83;580;-16676;-956;-408;-2;73
0;3,52;-151,94;472;-16692;-972;-394;17;64
0;3,52;-151,7;612;-16804;-900;-398;-29;60
0;3,51;-151,92;368;-16668;-860;-390;16;43
0;3,51;-151,91;492;-16708;-904;-382;4;73
0;3,52;-152,12;448;-16624;-1032;-386;26;50
0;3,54;-151,89;632;-16640;-952;-389;8;86
0;3,54;-151,78;544;-16732;-900;-403;-2;71
0;3,52;-151,57;520;-16732;-788;-388;-6;80
0;3,53;-151,62;480;-16772;-932;-407;12;56
0;3,53;-151,4;588;-16596;-872;-380;18;60
0;3,54;-151,43;528;-16728;-996;-383;17;60
0;3,54;-151,38;504;-16760;-880;-389;1;70
0;3,52;-151,45;428;-16748;-836;-385;-10;59
0;3,52;-151,45;504;-16740;-928;-372;37;50
0;3,53;-151,52;500;-16708;-980;-377;8;62
0;3,54;-151,65;480;-16688;-1004;-390;-3;60
0;3,54;-151,65;508;-16668;-936;-391;-16;52
0;3,55;-152,02;368;-16632;-1032;-392;14;40
0;3,56;-152,05;500;-16640;-956;-385;-10;62
0;3,55;-151,78;572;-16672;-828;-389;-10;78
0;3,56;-151,82;508;-16656;-972;-398;1;71
0;3,57;-151,83;512;-16628;-956;-396;-11;73
0;3,57;-151,6;612;-16764;-912;-375;18;78
0;3,54;-151,33;484;-16688;-692;-384;5;71
0;3,55;-151,26;528;-16604;-904;-391;14;78
0;3,56;-151,19;564;-16700;-964;-390;14;43
