Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;2,44;-133,81;404;-16620;-488;-328;-13;98;57,55;1456,27;0,0
60;2,43;-132,51;568;-16632;-420;-320;-27;85;57,57;1571,4;0,01
60;2,42;-132,69;476;-16636;-512;-341;-24;72;57,58;1628,98;0,02
60;2,39;-132,93;452;-16660;-404;-337;-22;56;57,59;1686,57;0,01
60;2,41;-132,67;580;-16576;-404;-319;-32;89;57,59;1744,17;0,0
60;2,4;-132,08;576;-16692;-460;-315;-44;62;57,6;1859,35;0,02
60;2,41;-132,49;492;-16632;-472;-345;-10;64;57,59;1916,95;-0,01
60;2,42;-132,52;472;-16640;-656;-342;-23;90;57,59;1974,54;0,0
60;2,41;-132,48;440;-16604;-404;-308;-52;76;57,58;2032,12;-0,02
60;2,41;-132,35;540;-16684;-456;-325;-5;63;57,59;2147,31;-0,01
60;2,42;-132,96;464;-16768;-600;-295;-11;91;57,59;2204,9;-0,0
60;2,41;-133,0;532;-16700;-480;-311;-28;92;57,59;2262,48;-0,0
60;2,43;-133,06;604;-16616;-548;-343;-2;80;57,59;2320,07;0,0
60;2,42;-132,51;584;-16596;-444;-343;-16;84;57,58;2435,23;0,0
60;2,42;-132,32;532;-16604;-424;-312;-23;78;57,58;2492,81;0,0
60;2,42;-132,68;484;-16680;-572;-332;7;72;57,59;2550,4;0,01
60;5,56;-133,76;18555;288;-11863;484;-16680;21509;57,58;2607,98;-0,01
60;5,35;-133,78;572;-16536;-424;-323;-15;90;54,56;2717,07;0,03
60;5,22;-133,85;492;-16512;-560;-314;-18;96;54,71;2771,79;0,15
60;5,11;-134,3;488;-16668;-584;-324;-51;70;54,84;2826,63;0,13
60;8,02;-135,53;16507;288;-11863;488;-16668;21509;54,97;2881,6;0,13
60;7,63;-135,56;504;-16644;-400;-318;-35;58;52,2;2985,94;0,06
60;7,41;-135,5;496;-16608;-468;-325;0;93;52,46;3038,4;0,26
60;7,21;-135,27;512;-16604;-448;-330;-16;100;52,69;3091,09;0,23
60;9,94;-135,79;18555;288;-11863;512;-16604;21509;52,93;3144,01;0,24
60;9,41;-135,59;540;-16616;-464;-323;-35;109;50,38;3244,68;0,1
60;9,12;-134,98;584;-16600;-404;-341;-4;79;50,72;3295,4;0,34
60;8,83;-134,81;388;-16692;-420;-360;10;63;51,03;3346,43;0,31
60;11,42;-135,58;18555;288;-11863;388;-16692;21509;51,35;3397,78;0,32
60;10,77;-134,8;512;-16620;-460;-311;-8;79;48,98;3495,62;0,13
60;10,42;-134,43;492;-16696;-380;-329;-25;95;49,38;3544,99;0,4
60;10,07;-134,11;512;-16640;-356;-332;-24;78;49,76;3594,76;0,39
60;12,52;-135,27;18555;288;-11863;512;-16640;21509;50,13;3644,89;0,37
60;11,81;-135,1;508;-16624;-464;-319;-31;80;47,91;3740,57;0,14
60;11,46;-134,87;664;-16628;-572;-324;-25;81;48,34;3788,91;0,43
60;11,09;-134,62;564;-16596;-596;-317;-18;81;48,74;3837,66;0,41
60;13,42;-135,82;18555;288;-11863;564;-16596;21509;49,13;3886,79;0,39
60;12,66;-135,24;580;-16616;-524;-341;-16;87;47,06;3980,74;0,17
60;12,23;-134,79;508;-16680;-464;-342;-30;74;47,54;4028,28;0,48
60;11,83;-134,36;540;-16592;-536;-331;-13;95;47,99;4076,27;0,45
60;14,05;-134,95;18555;288;-11863;540;-16592;21509;48,42;4124,69;0,43
60;13,25;-134,8;508;-16500;-588;-300;-23;86;46,46;4217,43;0,17
60;12,82;-134,92;432;-16668;-576;-343;-9;96;46,93;4264,37;0,48
60;12,41;-134,59;588;-16616;-436;-312;-39;87;47,39;4311,76;0,46
60;14,55;-135,47;18555;288;-11863;588;-16616;21509;47,84;4359,59;0,44
60;13,74;-135,26;556;-16564;-472;-321;-20;66;45,95;4451,32;0,18
60;13,29;-134,49;604;-16700;-432;-357;-28;91;46,46;4497,79;0,51
60;12,84;-134,16;480;-16712;-396;-333;-55;105;46,95;4544,73;0,48
60;13,82;-129,84;480;-16712;21509;0;0;105;47,43;4592,16;0,48
60;13,06;-130,21;448;-16616;-524;-317;-14;87;46,67;4685,31;0,18
60;12,62;-129,92;520;-16572;-444;-341;-26;109;47,15;4732,47;0,48
60;12,2;-129,73;500;-16556;-436;-326;11;94;47,61;4780,08;0,46
60;11,53;-129,59;512;-16600;-444;-318;-16;84;48,22;4876,35;0,17
60;11,15;-129,53;472;-16600;-576;-329;-27;75;48,64;4924,99;0,42
60;10,79;-129,48;504;-16528;-432;-326;-15;78;49,03;4974,02;0,39
60;10,43;-129,71;480;-16652;-516;-309;-22;69;49,41;5023,43;0,39
60;9,87;-129,48;508;-16780;-464;-316;-38;60;49,92;5123,14;0,14
60;9,56;-129,31;532;-16560;-456;-327;-38;59;50,27;5173,41;0,34
60;9,25;-129,4;512;-16692;-508;-320;-26;86;50,6;5224,01;0,33
60;8,96;-129,23;560;-16548;-416;-336;-11;85;50,91;5274,92;0,31
60;8,51;-129,25;564;-16636;-452;-326;-24;84;51,33;5377,46;0,12
60;8,25;-129,27;572;-16588;-372;-344;-25;63;51,6;5429,06;0,28
60;7,99;-129,03;472;-16656;-500;-332;-31;89;51,88;5480,94;0,27
60;7,73;-128,63;548;-16696;-384;-313;-41;65;52,15;5533,08;0,27
60;7,35;-128,86;496;-16628;-484;-325;-15;90;52,52;5638,0;0,11
60;7,13;-128,79;544;-16632;-476;-314;2;69;52,75;5690,76;0,24
60;6,92;-128,85;560;-16540;-568;-320;9;97;52,98;5743,73;0,22
60;6,71;-128,63;476;-16640;-488;-321;-35;81;53,19;5796,92;0,21
60;6,39;-128,59;380;-16664;-320;-332;-44;61;53,49;5903,81;0,09
60;6,2;-128,48;540;-16724;-464;-315;-25;70;53,7;5957,51;0,21
60;6,01;-128,57;580;-16660;-500;-328;-2;75;53,9;6011,41;0,2
60;5,83;-128,08;556;-16540;-380;-337;-33;73;54,08;6065,49;0,18
60;5,59;-128,44;508;-16544;-580;-310;-36;102;54,33;6174,07;0,08
60;5,43;-128,64;548;-16576;-496;-310;9;81;54,49;6228,56;0,16
60;5,28;-129,23;420;-16660;-524;-328;19;68;54,64;6283,2;0,14
60;5,12;-129,25;512;-16632;-504;-329;-49;92;54,8;6338,0;0,16
60;4,9;-129,28;536;-16580;-420;-317;0;85;55,03;6447,99;0,08
60;4,75;-129,6;408;-16680;-540;-327;-22;89;55,18;6503,16;0,14
60;4,62;-129,58;472;-16608;-436;-322;-31;89;55,31;6558,47;0,13
60;4,49;-129,19;528;-16592;-352;-341;-20;72;55,44;6613,91;0,13
60;4,33;-129,36;556;-16612;-576;-330;-11;80;55,63;6725,1;0,08
60;4,21;-129,45;540;-16612;-536;-319;-32;92;55,74;6780,83;0,11
60;4,1;-129,52;432;-16616;-468;-332;-13;84;55,84;6836,67;0,1
60;5,2;-126,32;432;-16616;21509;0;0;84;55,94;6892,61;0,1
60;4,98;-126,36;472;-16568;-288;-316;-14;83;54,94;7002,41;0,07
60;4,86;-126,74;468;-16604;-500;-316;-22;72;55,08;7057,49;0,14
60;4,72;-126,65;484;-16620;-348;-331;-19;95;55,21;7112,7;0,13
60;4,55;-126,9;540;-16612;-492;-313;-8;86;55,4;7223,43;0,06
60;4,42;-126,6;492;-16584;-472;-315;-37;87;55,52;7278,95;0,12
60;4,3;-126,7;508;-16628;-500;-296;-4;65;55,64;7334,6;0,12
60;4,19;-126,86;520;-16572;-520;-352;-14;73;55,75;7390,35;0,11
60;4,06;-126,8;636;-16560;-448;-322;-15;94;55,9;7502,1;0,05
60;3,97;-126,8;564;-16624;-532;-342;-2;80;55,99;7558,09;0,09
60;3,87;-126,67;560;-16720;-344;-339;-43;83;56,08;7614,17;0,09
60;5,82;-127,8;18555;288;-11863;560;-16720;21509;56,17;7670,34;0,09
60;5,58;-128,35;468;-16712;-560;-313;-11;79;54,35;7778,96;0,07
60;5,43;-128,52;472;-16668;-524;-338;-17;92;54,49;7833,45;0,15
60;5,29;-128,27;568;-16596;-380;-332;-37;79;54,64;7888,09;0,15
60;7,17;-129,46;18555;288;-11863;568;-16596;21509;54,79;7942,88;0,15
60;6,86;-129,48;484;-16604;-360;-329;-28;70;53,03;8048,84;0,1
60;6,66;-129,45;408;-16580;-364;-339;-2;67;53,23;8102,07;0,2
60;6,47;-129,13;540;-16720;-408;-330;-16;83;53,44;8155,51;0,21
60;8,31;-130,15;18555;288;-11863;540;-16720;21509;53,62;8209,13;0,18
60;7,94;-129,67;488;-16596;-344;-314;-14;106;51,92;8312,88;0,1
60;7,73;-129,28;644;-16684;-352;-315;-19;86;52,16;8365,04;0,24
60;7,52;-129,51;464;-16708;-620;-325;-1;64;52,38;8417,43;0,22
60;8,46;-126,58;464;-16708;21509;0;0;64;52,59;8470,02;0,21
60;8,1;-126,65;496;-16628;-480;-321;-31;93;51,78;8573,47;0,1
60;7,88;-126,75;552;-16676;-624;-330;-18;78;52,02;8625,49;0,24
60;7,68;-126,56;576;-16704;-576;-344;-18;70;52,23;8677,72;0,22
60;7,34;-126,74;500;-16572;-420;-313;0;64;52,54;8782,7;0,1
60;7,14;-126,71;468;-16636;-468;-322;-32;78;52,76;8835,46;0,22
60;6,93;-126,61;488;-16684;-412;-330;-21;92;52,97;8888,42;0,21
60;6,75;-126,85;524;-16740;-512;-332;-4;100;53,16;8941,59;0,2
