Gas;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
100;-469,82;-101,03;-3844;-17744;4252;7100;-1522;-24
100;-348,84;-70,19;-1620;-18072;3764;7935;-646;-49
100;-274,14;-66,53;5028;-17688;3908;8539;92;84
100;-223,59;-50,79;-2772;-17664;5428;8991;-427;7
100;-186,81;-48,18;3268;-17564;5108;9414;-1455;-62
100;-158,71;-40,16;-1308;-17276;5352;9771;-1022;81
100;-136,24;-39,89;3380;-17652;4288;10157;-1422;-62
100;-117,52;-36,08;540;-17012;5492;10386;-466;100
100;-101,65;-31,88;-460;-17936;5556;10655;-1085;-108
100;-87,67;-29,53;936;-16572;5648;10805;-450;56
100;-74,7;-23,59;-4092;-17020;6056;10801;-1062;-20
100;-63,04;-24,64;5032;-16416;5976;10843;-660;75
100;-52,55;-19,87;-3632;-16748;6560;10830;-1004;31
100;-42,91;-20,49;4008;-15940;6048;10824;-189;245
100;-33,85;-15,64;-4564;-15916;6488;10665;-593;37
100;-25,19;-17,37;6280;-15532;6368;10536;-670;94
100;-17,26;-13,44;-3840;-15284;7376;10266;-780;-32
100;-9,62;-15,23;6328;-14540;6436;10066;-387;296
100;-2,56;-11,01;-4628;-14180;7236;9680;-127;-2
100;4,42;-12,7;6024;-14008;6832;9388;-694;170
100;10,9;-8,72;-4560;-13584;7520;8972;-413;28
100;17,38;-10,85;7680;-13308;7580;8575;-510;207
100;22,84;-8,09;-2548;-12304;8436;8127;85;273
100;28,19;-9,65;5540;-12628;7472;7660;-784;15
100;33,32;-6,1;-4488;-11816;8580;7038;27;33
100;37,72;-6,53;2956;-12228;8240;6600;-1072;-59
100;42,03;-4,68;-1220;-10820;8916;5933;188;221
100;45,93;-6,47;5680;-11664;7856;5429;-893;65
100;49,58;-3,39;-3880;-10624;8580;4791;67;19
100;52,59;-4,04;3068;-11548;8560;4209;-1031;-75
100;55,85;-2,08;-1996;-9660;9756;3586;297;65
100;58,36;-3,65;4804;-11048;8256;2912;-942;-179
100;60,88;-1,34;-2832;-9612;9180;2307;267;56
100;62,53;-1,38;1440;-10832;8252;1632;-841;-33
100;64,85;0,03;-1300;-8956;10516;1042;573;211
100;66,35;-1,62;4800;-10608;8532;414;-807;87
100;67,83;-0,04;-1708;-9328;9440;-318;319;276
100;68,51;0,02;1044;-10796;8448;-902;-641;26
100;69,91;1,36;-1116;-8756;10408;-1475;2010;280
100;70,64;0,4;3636;-10396;9344;-2013;818;149
100;71,46;2,21;-2444;-9236;9772;-2644;1637;267
100;71,38;3,32;-1460;-11200;8496;-3199;-806;262
100;71,84;3,69;200;-9684;10192;-3782;423;473
100;71,68;2,8;2540;-11036;8848;-4312;-729;224
100;71,73;2,35;2468;-10060;9400;-4771;1875;585
100;71,26;3,59;-1840;-11824;9100;-5285;294;179
100;71,22;2,96;2600;-10708;10464;-5817;274;407
100;70,34;2,77;808;-12376;8496;-6250;-1190;141
100;69,8;2,04;3008;-11592;9128;-6639;1822;343
100;68,81;3,14;-1716;-13020;8584;-7009;-280;-58
100;68,33;2,72;1928;-11628;10140;-7420;265;250
100;67,2;2,97;88;-13304;8464;-7675;-70;-106
100;66,31;3,28;300;-12432;9012;-7979;1459;164
100;65,09;3,36;236;-14088;8492;-8249;-575;-219
100;64,16;3,98;-632;-12852;9056;-8533;1029;67
100;62,78;3,21;2024;-14588;7556;-8670;148;-269
100;61,58;3,22;696;-13616;7952;-8875;951;21
100;60,35;3,58;-388;-14816;8420;-9022;-161;-400
100;59,27;3,42;1208;-14272;8556;-9145;1438;-133
100;58,04;4,66;-2244;-15340;7932;-9181;540;-462
100;56,73;4,86;84;-14620;7260;-9255;1041;-217
100;55,42;5,33;-696;-15736;7380;-9195;241;-271
100;54,38;5,49;188;-14996;8256;-9183;1418;-66
100;53,19;5,92;-644;-16084;7600;-9013;584;-479
100;51,76;5,32;1264;-15700;5700;-8949;1027;-103
100;50,52;5,99;-1200;-16596;6624;-8753;-27;-436
100;49,57;5,8;844;-15796;7584;-8533;1442;-129
100;48,56;6,59;-1528;-16596;7108;-8267;486;-244
100;47,43;5,52;2044;-16192;5620;-8007;895;-200
100;46,43;6,44;-1732;-16716;6176;-7666;-6;-367
100;45,63;5,72;1824;-16504;6832;-7260;1277;7
100;44,79;6,82;-2108;-16940;6128;-6866;239;-286
100;43,83;6,02;1356;-16784;5120;-6430;609;-46
100;43,17;7,52;-3080;-16808;5780;-5963;-339;-302
100;42,51;6,65;1580;-16296;5896;-5502;475;100
100;41,99;7,57;-1980;-16996;6196;-5005;-47;30
100;41,33;6,66;1376;-16832;4868;-4373;291;287
100;40,94;7,37;-1632;-17088;6124;-3842;-354;35
100;40,57;6,05;2296;-16524;5280;-3246;288;420
100;40,45;7,74;-3776;-16784;5824;-2717;-243;83
100;40,12;6,85;1408;-16768;5024;-2036;325;394
100;39,94;7,65;-1752;-16820;5456;-1439;-543;2
100;39,96;5,71;3724;-16424;5220;-872;228;340
100;40,06;7,66;-4236;-16744;5236;-277;-309;326
100;40,18;5,66;3868;-16664;5164;345;132;459
100;40,28;7,19;-3220;-16740;5112;910;-730;116
100;40,74;4,57;5912;-16440;5400;1468;-813;546
100;41,18;6,9;-5804;-16560;5104;1952;-1074;284
100;41,64;4,46;5336;-16616;5536;2565;-1151;440
100;41,99;6,12;-4084;-16836;5584;2955;-1249;288
100;42,64;3,22;7152;-16624;4876;3569;-497;507
100;43,23;5,83;-6372;-16820;5052;4034;126;407
100;43,82;3,2;6396;-16708;4980;4463;-17;484
100;44,19;4,46;-2912;-16460;5720;4788;-761;365
100;44,69;1,84;5784;-16632;4568;5090;-679;251
100;45,14;3,47;-3752;-16512;5920;5368;-46;154
100;45,71;1,19;5692;-16396;5372;5665;-336;262
100;46,12;2,82;-3648;-16060;5584;5837;-478;32
100;46,79;-0,05;7324;-16068;4392;6111;-591;-115
100;47,18;1,71;-3896;-16204;5584;6213;-208;-149
100;47,64;-0,41;5100;-16092;5232;6393;-702;-248
100;48,12;1,22;-3960;-15724;6460;6359;67;-353
100;48,72;-1,28;6868;-15768;5288;6510;-957;-205
100;49,15;0,23;-4092;-15876;6536;6488;-1268;-403
100;49,42;-1,78;4816;-15896;5604;6573;-1995;-413
100;49,65;-0,58;-2768;-15292;6488;6508;-346;-327
100;50,13;-2,79;7080;-15476;5896;6468;-249;-280
100;50,64;-0,91;-5032;-14700;6928;6374;253;-256
100;51,0;-2,55;4628;-14792;6476;6235;-1378;-101
100;51,24;-1,48;-2684;-14224;7232;6071;-389;66
100;51,61;-3,32;5600;-14400;6364;5867;-1070;87
100;52,02;-2,75;-1016;-13540;8552;5718;468;242
100;52,14;-3,99;3800;-14700;6520;5521;-661;43
100;52,44;-2,88;-2676;-13192;7892;5281;346;270
100;52,68;-4,55;5452;-13768;6728;5031;-984;209
100;52,99;-4,42;532;-12320;8608;4702;378;467
100;52,96;-5,22;2724;-13632;7000;4417;-844;210
100;53,08;-4,31;-1936;-12532;8044;4021;402;483
100;53,05;-5,4;3760;-13184;7040;3721;-724;241
100;53,08;-4,86;-768;-12240;8208;3325;332;486
100;52,98;-5,77;3432;-13400;7624;3002;-721;274
100;52,93;-5,03;-1360;-12084;8172;2602;355;239
100;52,72;-4,98;344;-12684;7988;2166;-845;75
100;52,62;-4,6;-300;-11468;8304;1751;340;234
100;52,31;-4,82;1196;-12916;8120;1275;-851;-203
100;52,16;-4,83;1088;-11648;8792;856;447;243
100;51,74;-4,3;-1236;-13008;8096;435;-805;-134
100;51,48;-4,08;208;-11712;8736;25;382;276
100;51,06;-4,33;1348;-12888;8676;-371;-727;29
100;50,83;-4,08;264;-11224;9276;-831;755;332
100;50,4;-3,64;-432;-12464;8904;-1151;822;108
100;49,96;-2,97;-468;-11656;8564;-1538;2794;362
100;49,44;-2,37;-1260;-12824;8968;-1928;657;84
100;48,93;-2,73;1664;-11796;8504;-2290;-438;250
100;48,34;-2,23;-1768;-13188;8984;-2648;-1311;189
100;47,59;-2,53;1712;-12192;7228;-2870;1075;391
100;47,05;-1,8;-1844;-12772;9308;-3142;762;309
100;46,5;-2,35;2412;-11904;8528;-3435;-149;360
100;45,75;-1,56;-2376;-12904;7896;-3815;-710;169
100;44,99;-1,93;2080;-12660;7608;-3966;1330;360
100;44,23;-1,36;-1384;-13544;8464;-4222;293;69
100;43,89;-2,83;6800;-12508;8876;-4316;69;361
100;43,05;-1,63;-3308;-13980;7536;-4520;157;108
100;42,47;-2,54;4164;-12848;8312;-4579;796;117
100;41,61;-1,87;-1656;-13908;7752;-4827;103;-101
100;41,26;-3,51;7908;-13672;8536;-4869;333;90
100;40,6;-1,78;-5484;-13984;7696;-5062;439;-112
100;40,15;-3,22;6608;-13776;8328;-5040;512;-126
100;39,49;-1,9;-3904;-13700;8084;-5169;568;-108
100;38,84;-3,44;6112;-15224;7384;-5179;87;-184
100;38,17;-2,35;-2804;-14084;8340;-5217;1125;-84
100;37,41;-3,5;4028;-14744;6944;-5218;-155;-300
100;36,71;-3,72;1552;-14044;7868;-5282;699;-141
100;35,83;-3,27;-820;-15172;7152;-5315;21;-376
100;35,13;-3,33;1232;-14428;7760;-5249;1419;44
100;34,25;-3,48;848;-15484;6712;-5119;-117;-87
100;33,48;-3,6;1072;-14848;6976;-5109;738;-68
100;32,75;-2,92;-1608;-15684;7228;-4953;-59;-457
100;31,97;-2,64;-76;-14844;6100;-4778;935;74
100;31,3;-1,3;-3376;-15572;6376;-4738;342;-415
100;30,69;-1,3;520;-14912;6772;-4551;832;48
100;30,07;-0,81;-1144;-15952;6924;-4337;59;-194
100;29,43;-0,7;132;-15360;6320;-4120;677;-44
100;29,1;1,35;-6400;-16004;5900;-3964;28;-240
100;28,79;0,45;3240;-15068;7216;-3604;688;96
100;28,32;1,5;-2864;-16032;6240;-3429;-126;-253
100;27,9;1,21;996;-15396;6424;-3095;547;112
100;27,78;3,2;-6552;-15936;6020;-2895;22;-54
100;27,76;1,36;6552;-15780;6764;-2567;249;107
100;27,61;3,22;-5824;-16388;5732;-2270;-340;-109
100;27,46;1,77;4244;-15672;6104;-1893;361;145
100;27,39;3,5;-5276;-16040;5980;-1593;101;190
100;27,47;1,62;5984;-15576;6176;-1237;-38;377
100;27,46;3,4;-5504;-16248;5836;-1025;-112;170
