Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s)
80;0;1433,39;0,38;0,419;-10,4124;2,7914;0,8696;0,0059;0,0609
80;20;734,7;-16,41;1,4772;-10,3813;2,5438;0,9609;-0,2068;0,099
80;40;483,17;-4,42;-0,9984;-10,5249;3,1913;1,0321;-0,2376;0,051
80;60;343,41;2,49;-0,9888;-10,5465;2,8894;1,0984;-0,2835;0,0432
80;80;248,58;11,57;-2,2553;-10,3693;3,0798;1,1616;-0,1805;0,0385
80;100;176,03;17,79;-2,2051;-9,9742;3,4253;1,2104;-0,1046;0,0533
80;120;117,22;11,02;1,2953;-9,9623;3,9994;1,2372;-0,1096;0,0835
80;140;68,1;6,89;0,6273;-10,3837;3,4933;1,2732;-0,0969;0,0691
80;160;28,49;11,73;-1,7454;-10,3334;3,5423;1,3093;0,0697;0,0216
80;180;-1,47;20,35;-4,0677;-10,1107;3,7464;1,335;-0,0695;0,0203
80;200;-25,78;23,53;-2,0303;-9,9934;3,9667;1,3363;-0,213;0,0497
80;220;-43,5;14,32;2,1476;-9,3757;4,4864;1,3384;-0,2128;0,041
80;240;-56,87;5,15;2,399;-9,7564;3,9776;1,3423;0,0193;0,0165
80;260;-67,16;7,24;-1,0319;-9,924;3,828;1,339;0,031;0,0115
80;280;-73,17;12,95;-2,7797;-9,517;4,0783;1,3282;-0,0922;-0,0173
80;300;-77,12;9,56;0,4286;-8,9112;4,5707;1,2903;-0,3424;0,0318
80;320;-78,03;0,34;3,5506;-8,7317;4,5762;1,2608;-0,1295;-0,0204
80;340;-79,2;-2,39;0,8763;-9,1315;4,4673;1,2316;0,1276;-0,0253
80;360;-79,29;1,16;-1,4964;-8,8801;4,2361;1,2024;0,1017;-0,0477
80;380;-77,43;6,81;-3,2322;-8,3653;4,6415;1,1479;-0,2036;-0,0048
80;400;-74,76;-0,1;3,1053;-7,7692;5,055;1,0865;-0,2678;-0,0099
80;420;-71,5;-7,34;4,3694;-8,0996;5,1285;1,024;0,0722;0,0084
80;440;-69,52;-8,69;0,9266;-8,1068;5,0604;0,9794;0,1876;-0,025
80;460;-67,02;-3,77;-2,4924;-7,8673;4,8455;0,9269;0,0436;-0,0136
80;480;-64,35;-2,77;-0,6967;-7,2592;5,376;0,8519;-0,3116;0,0047
80;500;-60,5;-8,13;3,8666;-6,9216;5,6889;0,7791;-0,1388;-0,0051
80;520;-57,0;-12,76;3,8618;-7,0844;5,5964;0,7087;0,1066;0,0117
80;540;-54,77;-9,79;-1,2713;-7,2975;5,2128;0,661;0,2301;-0,0436
80;560;-51,45;-4,94;-3,541;-6,7852;5,8168;0,5774;-0,1537;0,0179
80;580;-48,41;-7,4;1,9273;-6,3231;6,0834;0,497;-0,281;0,0069
80;600;-45,22;-11,16;3,5434;-6,3853;6,0018;0,4186;-0,1033;-0,0035
80;620;-43,16;-12,18;1,4006;-6,7876;5,6127;0,3489;0,2719;0,0192
80;640;-40,89;-8,31;-2,5426;-6,6559;5,6427;0,2798;0,0937;-0,0012
80;660;-38,48;-7,78;-0,2346;-5,8802;6,1215;0,1908;-0,2803;0,033
80;680;-35,75;-10,27;2,5833;-5,6;6,1542;0,1115;-0,1852;0,047
80;700;-33,5;-13,18;3,5793;-6,5194;5,9909;0,0334;0,1977;0,0205
80;720;-32,0;-9,75;-2,1404;-6,4811;5,3516;-0,037;0,2233;0,0341
80;740;-29,95;-6,02;-3,3399;-6,1914;5,9039;-0,1195;-0,1424;0,0292
80;760;-28,38;-6,34;0,4214;-5,9951;5,9964;-0,1936;-0,2316;0,0336
80;780;-26,57;-8,62;2,7557;-6,0549;6,1569;-0,2761;0,0348;0,0213
80;800;-25,66;-8,06;0,079;-6,8905;5,8603;-0,3353;0,2936;0,0071
80;820;-24,46;-5,43;-2,2242;-6,4811;5,7597;-0,4066;0,0542;0,0181
80;840;-23,1;-2,94;-2,5067;-6,1459;5,8875;-0,4744;-0,1444;0,0373
80;860;-21,9;-4,89;2,2051;-6,2848;6,0208;-0,5633;-0,0458;0,049
80;880;-21,07;-6,52;2,229;-6,9695;5,8794;-0,6133;0,2848;-0,0073
80;900;-20,53;-4,87;-1,3072;-7,185;5,776;-0,6739;0,186;0,0177
80;920;-19,94;-2,72;-2,0638;-7,0437;5,5665;-0,7297;0,0501;0,025
80;940;-19,11;-4,94;2,6384;-6,754;5,7841;-0,7994;-0,0616;0,0524
80;960;-18,65;-6,88;2,648;-7,5369;5,5447;-0,8499;0,2646;0,0073
80;980;-18,46;-4,14;-2,5307;-8,0062;5,2264;-0,902;0,2214;0,0241
80;1000;-18,23;-2,49;-1,7406;-7,8243;5,5937;-0,9425;-0,0337;0,034
80;1020;-17,87;-3,69;1,3264;-7,4962;5,8821;-0,9974;-0,2272;0,0418
80;1040;-17,61;-5,14;2,0566;-8,1116;5,8195;-1,0292;0,1182;0,0005
80;1060;-17,7;-4,31;-0,4788;-8,6455;5,4876;-1,0469;0,3143;0,0368
80;1080;-17,78;-2,5;-1,7262;-8,4803;4,9951;-1,069;0,1262;0,0125
80;1100;-17,69;-1,7;-1,008;-8,1259;5,4658;-1,1026;-0,1668;0,024
80;1120;-17,5;-3,08;1,7789;-8,2169;5,5583;-1,1217;0,027;-0,0075
80;1140;-17,71;-3,66;0,9625;-8,9902;4,9407;-1,1249;0,2903;-0,002
80;1160;-17,66;-1,18;-2,7677;-9,1267;4,9543;-1,1279;0,1884;-0,0229
80;1180;-17,69;-0,73;-0,6033;-8,837;5,2591;-1,1293;-0,0679;-0,0035
80;1200;-17,41;-2,74;2,7581;-8,837;5,4359;-1,1326;0,0261;-0,0099
80;1220;-17,68;-2,71;0,2658;-9,4332;4,5925;-1,1102;0,3131;-0,0444
80;1240;-17,54;0,28;-3,5458;-9,7731;4,5598;-1,0924;0,308;-0,067
80;1260;-17,66;0,11;0,091;-9,4212;4,8047;-1,0738;-0,0204;-0,042
80;1280;-17,13;-2,69;4,1707;-9,1051;5,0033;-1,073;0,0492;-0,0051
80;1300;-17,35;-2,88;0,5004;-10,0126;4,451;-1,0316;0,3035;-0,0693
80;1320;-17,59;-1,7;-0,9313;-10,4267;4,1626;-0,9816;0,3415;-0,0686
80;1340;-17,63;-1,17;-0,5794;-9,7085;4,4456;-0,9422;0,0117;-0,0678
80;1360;-17,34;-2,78;2,0111;-9,1746;4,7231;-0,9061;-0,043;-0,0509
80;1380;-17,31;-2,88;0,34;-9,8641;4,4347;-0,862;0,2138;-0,035
80;1400;-17,38;-2,76;0,1317;-10,1155;3,9912;-0,8108;0,2775;-0,0524
80;1420;-17,2;-1,12;-1,8124;-9,8904;4,0592;-0,7368;0,0244;-0,073
80;1440;-17,02;-1,98;0,7638;-9,4427;4,0892;-0,6825;-0,1974;-0,0465
80;1460;-16,72;-2,89;1,1205;-9,6438;4,3558;-0,6274;0,0108;-0,0215
