Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s)
0;0;1,11;-130,28;0;-9;0;0;0;0
0;20;1,15;-111,14;0;-9;0;0;0;0
0;40;1,24;-110,27;0;-9;0;0;0;0
0;60;1,21;-106,16;0;-9;0;0;0;0
0;80;1,31;-106,98;0;-9;0;0;0;0
0;100;1,39;-111,16;0;-9;0;0;0;0
0;120;1,33;-113,41;0;-9;0;0;0;0
0;140;1,33;-112,58;0;-9;0;0;0;0
0;160;1,31;-112,46;0;-9;0;0;0;0
0;180;1,31;-110,77;0;-9;0;0;0;0
0;200;1,3;-109,88;0;-9;0;0;0;0
0;220;1,37;-112,35;0;-9;0;0;0;0
0;240;1,35;-111,79;0;-9;0;0;0;0
0;260;1,32;-109,01;0;-9;0;0;0;0
0;280;1,28;-109,28;0;-9;0;0;0;0
0;300;1,29;-110,39;0;-9;0;0;0;0
0;320;1,33;-110,55;0;-9;0;0;0;0
0;340;1,32;-111,11;0;-9;0;0;0;0
0;360;1,32;-111,63;0;-9;0;0;0;0
0;380;1,34;-109,95;0;-9;0;0;0;0
0;400;1,3;-109,88;0;-9;0;0;0;0
0;420;1,28;-110,77;0;-9;0;0;0;0
0;440;1,3;-110,27;0;-9;0;0;0;0
0;460;1,3;-110,28;0;-9;0;0;0;0
0;480;1,26;-111,29;0;-9;0;0;0;0
0;500;1,3;-113,65;0;-9;0;0;0;0
0;520;1,3;-114,88;0;-9;0;0;0;0
0;540;1,3;-115,72;0;-9;0;0;0;0
0;560;1,29;-113,35;0;-9;0;0;0;0
0;580;1,32;-116,33;0;-9;0;0;0;0
0;600;1,3;-115,87;0;-9;0;0;0;0
0;620;1,28;-116,72;0;-9;0;0;0;0
0;640;1,26;-117,85;0;-9;0;0;0;0
0;660;1,25;-117,97;0;-9;0;0;0;0
0;680;1,22;-116,76;0;-9;0;0;0;0
0;700;1,21;-116,18;0;-9;0;0;0;0
0;720;1,22;-116,1;0;-9;0;0;0;0
0;740;1,24;-116,44;0;-9;0;0;0;0
0;760;1,26;-115,5;0;-9;0;0;0;0
0;780;1,28;-115,21;0;-9;0;0;0;0
0;800;1,28;-117,01;0;-9;0;0;0;0
0;820;1,29;-117,2;0;-9;0;0;0;0
0;840;1,32;-117,46;0;-9;0;0;0;0
0;860;1,33;-114,77;0;-9;0;0;0;0
0;880;1,33;-114,07;0;-10;0;0;0;0
0;900;1,33;-114,67;0;-9;0;0;0;0
0;920;1,33;-115,74;0;-9;0;0;0;0
0;940;1,32;-115,05;0;-9;0;0;0;0
0;960;1,29;-115,45;0;-9;0;0;0;0
0;980;1,29;-113,33;0;-9;0;0;0;0
0;1000;1,31;-112,92;0;-9;0;0;0;0
0;1020;1,31;-112,93;0;-9;0;0;0;0
0;1040;1,3;-113,48;0;-9;0;0;0;0
0;1060;1,32;-112,87;0;-9;0;0;0;0
0;1080;1,32;-112,6;0;-9;0;0;0;0
0;1100;1,32;-112,79;0;-9;0;0;0;0
0;1120;1,32;-113,09;0;-9;0;0;0;0
0;1140;1,32;-112,13;0;-9;0;0;0;0
0;1160;1,36;-111,69;0;-9;0;0;0;0
0;1180;1,36;-111,36;0;-9;0;0;0;0
0;1200;1,37;-110,31;0;-9;0;0;0;0
0;1220;1,38;-110,69;0;-9;0;0;0;0
0;1240;1,39;-110,09;0;-9;0;0;0;0
0;1260;1,37;-111,17;0;-9;0;0;0;0
0;1280;1,34;-110,56;0;-9;0;0;0;0
0;1300;1,35;-110,7;0;-9;0;0;0;0
0;1320;1,34;-108,36;0;-10;0;0;0;0
0;1340;1,32;-108,93;0;-9;0;0;0;0
0;1360;1,31;-108,63;0;-9;0;0;0;0
0;1380;1,3;-108,74;0;-9;0;0;0;0
0;1400;1,3;-109,43;0;-9;0;0;0;0
0;1420;1,29;-109,56;0;-9;0;0;0;0
0;1440;1,29;-109,21;0;-9;0;0;0;0
0;1460;1,28;-109,17;0;-9;0;0;0;0
0;1480;1,27;-109,21;0;-9;0;0;0;0
0;1500;1,31;-109,92;0;-9;0;0;0;0
0;1520;1,29;-108,78;0;-9;0;0;0;0
0;1540;1,29;-108,78;0;-9;0;0;0;0
0;1560;1,28;-108,83;0;-9;0;0;0;0
0;1580;1,29;-109,25;0;-10;0;0;0;0
0;1600;1,32;-109,7;0;-9;0;0;0;0
0;1620;1,31;-110,05;0;-9;0;0;0;0
0;1640;1,31;-109,76;0;-9;0;0;0;0
0;1660;1,3;-110,23;0;-9;0;0;0;0
0;1680;1,3;-111,05;0;-9;0;0;0;0
0;1700;1,31;-111,59;0;-9;0;0;0;0
0;1720;1,31;-111,01;0;-9;0;0;0;0
0;1740;1,31;-110,84;0;-9;0;0;0;0
0;1760;1,3;-109,41;0;-9;0;0;0;0
0;1780;1,3;-109,69;0;-9;0;0;0;0
0;1800;1,3;-109,12;0;-9;0;0;0;0
0;1820;1,3;-109,08;0;-9;0;0;0;0
0;1840;1,31;-108,3;0;-9;0;0;0;0
0;1860;1,31;-108,63;0;-9;0;0;0;0
0;1880;1,31;-108,53;0;-9;0;0;0;0
0;1900;1,31;-109,55;0;-9;0;0;0;0
0;1920;1,32;-108,97;0;-9;0;0;0;0
0;1940;1,31;-109,7;0;-9;0;0;0;0
0;1960;1,31;-109,65;0;-9;0;0;0;0
0;1980;1,29;-110,16;0;-9;0;0;0;0
0;2000;1,29;-109,33;0;-9;0;0;0;0
0;2020;1,29;-109,93;0;-9;0;0;0;0
0;2040;1,27;-110,59;0;-9;0;0;0;0
0;2060;1,27;-110,47;0;-9;0;0;0;0
0;2080;1,27;-110,6;0;-10;0;0;0;0
0;2100;1,25;-109,32;0;-9;0;0;0;0
0;2120;1,24;-108,73;0;-9;0;0;0;0
0;2140;1,25;-109,06;0;-9;0;0;0;0
0;2160;1,25;-109,24;0;-9;0;0;0;0
0;2180;1,25;-109,2;0;-9;0;0;0;0
0;2200;1,27;-109,3;0;-9;0;0;0;0
0;2220;1,27;-109,48;0;-9;0;0;0;0
0;2240;1,27;-110,39;0;-9;0;0;0;0
0;2260;1,26;-110,51;0;-9;0;0;0;0
0;2280;1,25;-110,84;0;-9;0;0;0;0
0;2300;1,26;-110,88;0;-9;0;0;0;0
0;2320;1,27;-109,69;0;-9;0;0;0;0
0;2340;1,28;-110,56;0;-9;0;0;0;0
0;2360;1,27;-110,3;0;-9;0;0;0;0
0;2380;1,27;-110,14;0;-9;0;0;0;0
0;2400;1,27;-110,14;0;-9;0;0;0;0
0;2420;1,26;-110,1;0;-9;0;0;0;0
0;2440;1,27;-111,08;0;-9;0;0;0;0
0;2460;1,27;-110,69;0;-9;0;0;0;0
0;2480;1,27;-110,18;0;-9;0;0;0;0
0;2500;1,27;-109,71;0;-9;0;0;0;0
0;2520;1,27;-109,57;0;-9;0;0;0;0
0;2540;1,28;-109,9;0;-9;0;0;0;0
0;2560;1,28;-110,97;0;-9;0;0;0;0
0;2580;1,25;-111,11;0;-9;0;0;0;0
0;2600;1,26;-110,94;0;-9;0;0;0;0
0;2620;1,25;-110,59;0;-9;0;0;0;0
0;2640;1,24;-109,73;0;-9;0;0;0;0
0;2660;1,24;-109,16;0;-9;0;0;0;0
0;2680;1,25;-108,64;0;-9;0;0;0;0
0;2700;1,25;-109,0;0;-9;0;0;0;0
0;2720;1,26;-109,24;0;-9;0;0;0;0
0;2740;1,27;-109,39;0;-9;0;0;0;0
0;2760;1,27;-110,05;0;-9;0;0;0;0
0;2780;1,28;-110,7;0;-9;0;0;0;0
0;2800;1,28;-110,89;0;-9;0;0;0;0
0;2820;1,3;-111,27;0;-9;0;0;0;0
