Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s)
100;0;25,06;-0,79;-2,976;-11,1091;3,6756;1,23;0,0103;0,0213
100;20;22,94;-3,78;0,5914;-10,659;3,9967;1,3319;-0,7409;0,025
100;40;25,6;-17,81;5,7652;-10,6111;4,0864;1,4173;-0,397;0,0095
100;60;26,96;-1,87;-5,3295;-10,9511;4,2252;1,5255;-0,095;-0,0156
100;80;27,24;-9,43;3,6679;-10,6829;4,4401;1,5982;-0,311;-0,0065
100;100;26,57;-2,96;-1,7214;-10,9104;4,4156;1,6816;0,4491;-0,0236
100;120;26,8;3,94;-3,1508;-10,9942;4,8564;1,7404;-0,5694;0,0168
100;140;28,51;-4,87;6,1507;-10,7524;4,8265;1,7854;0,0601;-0,0308
100;160;30,27;4,38;-5,9328;-10,4363;5,4305;1,8507;-0,3744;-0,0225
100;180;32,2;-4,82;7,252;-10,7308;5,0332;1,8764;0,1651;-0,0222
100;200;34,09;4,69;-6,7157;-10,1825;5,659;1,9168;-0,2618;-0,0112
100;220;35,37;-3,43;5,6168;-9,8138;5,5094;1,9151;-0,4052;0,0007
100;240;36,3;5,32;-5,5545;-10,2137;5,5774;1,9416;0,1462;-0,0072
100;260;37,44;-1,43;4,5873;-9,0046;6,1678;1,9259;-0,429;-0,006
100;280;37,47;4,94;-3,6751;-9,9599;5,825;1,9321;0,2213;-0,0173
100;300;37,26;6,8;-1,3168;-8,6981;5,8358;1,9031;-0,5604;0,0039
100;320;36,82;4,39;1,415;-9,1889;5,8168;1,8876;0,3677;-0,0077
100;340;37,33;6,3;-1,5419;-7,932;6,4126;1,8503;-0,5279;0,0061
100;360;37,2;3,31;1,9106;-8,7101;5,9936;1,8133;0,3969;0,0047
100;380;37,9;5,17;-1,5227;-7,2329;6,3745;1,7626;-0,5224;0,0104
100;400;40,16;-1,97;6,6319;-7,185;6,4398;1,7142;0,2566;0,0112
100;420;42,1;3,94;-5,2553;-6,6439;6,867;1,6607;-0,3653;0,0421
100;440;44,15;-2,81;6,6032;-6,505;6,3772;1,5865;0,2587;0,0123
100;460;46,09;2,91;-5,4372;-5,9687;7,12;1,5324;-0,2952;0,0434
100;480;48,58;-3,91;7,9176;-5,7054;7,1744;1,4509;-0,0901;0,0725
100;500;50,41;2,18;-6,1459;-5,5665;7,2397;1,394;-0,0342;0,0282
100;520;52,72;-4,13;7,8075;-4,9847;7,3648;1,2962;-0,0743;0,0369
100;540;54,54;1,47;-6,1339;-4,8387;7,7376;1,2367;-0,0049;0,0401
100;560;56,39;-2,5;4,2617;-3,8403;7,8246;1,1385;-0,3888;0,0556
100;580;57,07;1,51;-3,6248;-4,8195;7,2098;1,0666;0,2931;0,0185
100;600;59,0;-2,15;4,2473;-3,237;8,1756;0,9619;-0,3754;0,032
100;620;59,71;1,3;-3,4141;-4,3527;7,6859;0,8849;0,263;0,0161
100;640;61,15;0,93;0,1317;-2,897;8,1811;0,7886;-0,4827;0,0229
100;660;61,53;1,17;0,1437;-3,7685;7,3785;0,71;0,4279;-0,0215
100;680;63,06;0,54;0,4908;-2,4421;8,581;0,613;-0,4594;0,0292
100;700;63,41;1,23;-0,3304;-3,4524;7,4601;0,5292;0,4251;-0,0322
100;720;64,76;0,15;1,0487;-2,1907;8,2681;0,4338;-0,4728;0,0325
100;740;66,0;-3,82;6,8283;-2,7557;7,8736;0,3383;0,3633;-0,006
100;760;67,2;-0,96;-3,7421;-2,0758;7,9226;0,2662;-0,2666;-0,0071
100;780;67,94;-4,07;5,2648;-2,7845;7,8872;0,1633;0,2529;-0,0254
100;800;68,85;-2,61;-1,901;-2,0159;8,5157;0,0845;-0,2774;-0,0109
100;820;69,73;-5,89;5,9664;-2,229;8,0096;-0,0047;0,0777;-0,0229
100;840;70,2;-2,73;-4,3072;-2,4972;7,9906;-0,0691;-0,0737;0,0029
100;860;70,9;-5,48;5,533;-2,1356;8,4803;-0,1715;0,2006;-0,0067
100;880;71,27;-3,04;-3,2274;-2,3176;8,5375;-0,2234;0,0983;0,0023
100;900;71,67;-4,49;2,9832;-2,1021;8,6626;-0,3091;0,0915;0,0143
100;920;71,47;-1,75;-4,0366;-3,0981;8,0096;-0,3702;-0,0526;0,0201
100;940;71,48;-3,37;3,0047;-2,5355;8,3497;-0,4572;-0,0306;0,032
100;960;71,19;-0,73;-3,9552;-3,1053;7,9797;-0,5053;0,0621;-0,0017
100;980;71,29;-1,8;2,0758;-2,2194;8,6898;-0,5866;-0,0242;0,0222
100;1000;70,77;0,06;-2,715;-3,2801;8,1756;-0,6486;0,1484;0,0037
100;1020;70,65;-1,35;2,6719;-2,5786;8,7034;-0,7228;-0,0727;0,023
100;1040;69,91;0,59;-3,0071;-3,8403;8,4096;-0,769;0,2144;-0,0069
100;1060;69,53;-0,74;2,6815;-3,0646;8,7089;-0,8489;0,0438;0,0333
100;1080;68,41;-0,0;-0,7063;-4,3144;8,2246;-0,9084;0,3206;-0,0165
100;1100;67,81;-1,17;2,1548;-3,4884;8,6218;-0,9751;-0,1629;0,0165
100;1120;66,58;0,28;-1,9776;-4,7238;8,0042;-1,0179;0,3373;-0,0213
100;1140;65,86;-0,96;2,3774;-3,8618;8,5456;-1,0885;-0,1203;-0,0033
100;1160;64,58;-1,64;1,9824;-5,1092;8,1593;-1,1317;0,3777;-0,024
100;1180;63,65;-2,06;0,747;-4,1324;8,1593;-1,1848;-0,2146;0,0125
100;1200;62,09;-1,82;0,2897;-5,7533;7,8355;-1,2331;0,3596;-0,0361
100;1220;60,97;-2,77;1,8603;-4,9632;8,1348;-1,2949;-0,1864;-0,0237
100;1240;59,38;-3,83;2,7749;-6,3542;7,4138;-1,3219;0,3611;-0,0509
100;1260;58,06;-3,67;-0,2203;-5,5067;7,7485;-1,3511;-0,2348;-0,0258
100;1280;56,29;-4,33;2,0806;-7,0892;7,2343;-1,3987;0,3848;-0,0372
100;1300;55,0;-4,87;1,1516;-5,8658;7,7757;-1,4352;-0,2302;-0,0107
100;1320;53,18;-4,21;-0,2394;-7,5441;7,2261;-1,4623;0,4004;-0,06
