Gas;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
0;3,05;-140,7;620;-16636;-660;-334;-13;76
0;2,96;-143,44;416;-16588;-688;-327;-8;88
0;3,01;-143,28;560;-16652;-736;-338;-39;96
0;2,97;-142,57;524;-16572;-620;-342;-34;73
0;3,03;-141,95;628;-16644;-728;-335;-23;91
0;3,0;-141,85;520;-16636;-652;-321;-18;73
0;2,92;-140,56;532;-16692;-508;-331;-29;87
0;2,92;-139,42;628;-16600;-596;-316;-12;80
0;2,91;-138,43;608;-16632;-580;-322;-11;86
0;2,87;-137,79;548;-16664;-552;-312;-47;80
0;2,81;-138,77;412;-16676;-612;-329;-13;74
0;2,84;-139,16;536;-16576;-696;-331;-21;91
0;2,85;-139,12;564;-16652;-660;-308;-19;60
0;2,83;-137,71;616;-16624;-516;-333;-42;100
0;2,8;-137,0;568;-16684;-548;-322;-34;73
0;2,75;-137,24;468;-16644;-560;-339;-48;79
0;2,73;-137,06;532;-16696;-576;-346;-12;82
0;2,78;-138,0;524;-16700;-748;-318;-43;88
0;2,77;-138,18;516;-16616;-616;-338;-19;94
0;2,79;-137,91;588;-16620;-628;-323;-12;93
0;2,74;-136,9;544;-16672;-476;-339;-23;75
0;2,73;-137,17;516;-16600;-616;-313;-17;92
0;2,75;-137,55;532;-16656;-660;-334;6;98
0;2,74;-137,21;560;-16632;-572;-325;-26;63
0;2,78;-137,36;584;-16724;-680;-343;-32;84
0;2,76;-137,84;484;-16612;-620;-331;-29;77
0;2,85;-138,8;568;-16636;-856;-349;-28;110
0;2,9;-138,83;620;-16612;-720;-319;-10;88
0;2,85;-138,67;488;-16584;-536;-332;0;85
0;2,84;-138,56;524;-16576;-580;-344;-20;85
0;2,81;-137,92;560;-16624;-524;-328;-20;84
0;2,82;-137,65;588;-16724;-608;-330;-25;80
0;2,87;-137,63;648;-16728;-720;-338;-40;83
0;2,9;-137,2;668;-16828;-648;-328;-22;76
0;2,92;-137,37;592;-16744;-696;-330;4;80
0;2,92;-137,61;536;-16644;-648;-330;-60;100
0;2,94;-138,44;488;-16648;-740;-326;-35;87
0;2,97;-139,2;532;-16628;-808;-328;-25;84
0;2,94;-139,26;488;-16612;-576;-327;-39;87
0;2,95;-138,86;628;-16736;-628;-304;13;72
0;2,97;-138,96;580;-16640;-692;-350;-28;84
0;2,94;-138,58;540;-16616;-536;-345;-11;96
0;2,95;-138,54;576;-16604;-648;-326;-18;81
