Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw (m/s²);Ay Raw (m/s²);Az Raw (m/s²);Gx Raw (rad/s);Gy Raw (rad/s);Gz Raw (rad/s)
0;0;5,93;-56,11;0,2418;-9,9455;-0,0626;-0,0421;-0,0027;0,0132
0;20;4,3;-71,95;0,2227;-9,9934;-0,0544;-0,0436;-0,0007;0,0128
0;40;3,55;-79,98;0,2466;-9,9383;-0,0653;-0,0398;-0,0017;0,0112
0;60;3,12;-81,89;0,2753;-9,9024;0,0054;-0,0434;-0,0025;0,0133
0;80;2,78;-82,15;0,237;-9,9311;0,0326;-0,0404;-0,0031;0,0128
0;100;2,53;-83,12;0,2298;-10,0078;0,0082;-0,0421;-0,0028;0,0127
0;120;2,33;-84,65;0,237;-9,9814;-0,019;-0,0449;-0,0036;0,0113
0;140;2,19;-87,84;0,2418;-9,9527;-0,1007;-0,0433;-0,0041;0,0111
0;160;2,03;-88,14;0,1939;-9,9264;0,0027;-0,0413;-0,0041;0,0135
0;180;1,98;-90,33;0,2418;-9,9335;-0,0871;0,0464;-0,0025;0,0131
0;200;1,93;-91,75;0,2251;-9,8737;-0,0571;0,0396;0,0029;0,0115
0;220;1,87;-91,32;0,2251;-9,9311;0,0218;0,0428;-0,0001;0,0131
0;240;1,82;-92,28;0,2011;-10,0413;-0,0381;0,0436;-0,0021;0,0164
0;260;1,83;-93,46;0,3208;-9,9455;-0,0816;0,0445;-0,0048;0,0107
0;280;1,8;-94,25;0,2466;-9,9766;-0,0463;0,0434;-0,0024;0,0112
0;300;1,74;-94,34;0,1796;-9,912;-0,0082;0,0425;0,0021;0,0128
0;320;1,71;-95,73;0,2274;-9,9048;-0,0789;0,0457;-0,0043;0,0113
0;340;1,68;-96,95;0,2322;-9,9551;-0,0762;0,0406;-0,0011;0,0139
0;360;1,65;-96,57;0,2346;-9,9742;0,0054;0,0424;-0,0013;0,0163
0;380;1,62;-96,72;0,2298;-9,9647;-0,0218;0,0416;-0,0017;0,0135
0;400;1,59;-97,86;0,2131;-9,9862;-0,0707;0,0448;-0,0008;0,014
0;420;1,53;-97,5;0,1772;-9,9048;0,0;0,0401;-0,0013;0,0129
0;440;1,5;-97,26;0,2083;-9,9335;-0,0054;0,0449;-0,0003;0,0129
0;460;1,49;-98,81;0,2418;-9,9958;-0,1088;0,0428;-0,0016;0,0156
0;480;1,44;-99,79;0,1652;-9,9264;-0,0544;0,0441;-0,0045;0,0157
0;500;1,43;-100,73;0,2442;-9,9144;-0,0816;0,041;-0,0031;0,0145
0;520;1,4;-101,45;0,2011;-9,9862;-0,0599;0,0402;-0,0039;0,0081
0;540;1,39;-103,14;0,2179;-9,9742;-0,1224;0,0408;-0,0052;0,0096
0;560;1,38;-103,4;0,2322;-9,9431;-0,0517;0,0417;-0,0008;0,0117
0;580;1,36;-103,67;0,2107;-9,9838;-0,049;0,0418;-0,0001;0,0148
0;600;1,33;-103,97;0,1987;-9,9527;-0,049;0,0434;-0,0052;0,0132
0;620;1,31;-104,59;0,2035;-9,9359;-0,068;0,0438;-0,0035;0,0103
0;640;1,3;-103,05;0,2227;-9,9623;0,0381;0,0432;-0,0016;0,0125
0;660;1,3;-102,63;0,2394;-9,9599;-0,019;0,0414;0,0001;0,0107
0;680;1,3;-103,66;0,249;-9,9814;-0,1088;0,0416;-0,0031;0,0119
0;700;1,31;-104,6;0,2394;-9,9048;-0,1034;0,0426;0,0023;0,0139
0;720;1,31;-104,47;0,2538;-9,9407;-0,0435;0,0436;-0,0036;0,012
0;740;1,32;-102,76;0,261;-9,9503;0,0571;0,043;-0,0079;0,0097
0;760;1,33;-102,68;0,2658;-9,9335;-0,0435;0,0428;0,0008;0,0121
0;780;1,31;-103,31;0,1844;-9,9838;-0,0653;0,0424;0,0041;0,0103
0;800;1,32;-104,93;0,2346;-9,9695;-0,1551;0,0426;0,0;0,0139
0;820;1,3;-104,76;0,1891;-9,9551;-0,0326;0,0429;-0,0043;0,0121
0;840;1,28;-101,47;0,1891;-9,9695;0,1333;0,0406;-0,0027;0,014
0;860;1,28;-102,34;0,2083;-9,9527;-0,0871;0,0413;-0,0021;0,0093
0;880;1,28;-102,01;0,2418;-9,9695;-0,0245;0,0434;-0,0007;0,014
0;900;1,29;-103,8;0,2155;-9,9431;-0,1605;0,0441;0,0017;0,0133
0;920;1,27;-105,39;0,1652;-9,991;-0,117;0,043;-0,0045;0,0145
0;940;1,26;-105,09;0,2227;-9,9216;-0,0326;0,0433;-0,0045;0,0128
0;960;1,26;-104,44;0,2251;-9,9503;-0,0109;0,0426;-0,0013;0,0141
0;980;1,26;-104,54;0,2418;-9,9096;-0,0599;0,0425;-0,0013;0,0159
0;1000;1,25;-103,45;0,2203;-9,9479;0,019;0,0406;-0,0001;0,01
0;1020;1,26;-102,23;0,2562;-9,9551;0,0354;0,0448;-0,0019;0,0139
0;1040;1,27;-103,25;0,2203;-9,9216;-0,1143;0,043;-0,0035;0,0169
0;1060;1,26;-102,85;0,2083;-9,9575;-0,019;0,0438;-0,0005;0,0147
0;1080;1,25;-101,91;0,2155;-9,9024;0,0163;0,0418;-0,0025;0,0107
0;1100;1,24;-102,13;0,1987;-9,9718;-0,0517;0,041;-0,0031;0,0148
0;1120;1,25;-102,09;0,2658;-9,9718;-0,049;0,042;-0,0028;0,0129
0;1140;1,25;-103,2;0,2107;-9,9431;-0,1224;0,0401;0,0004;0,0116
0;1160;1,24;-102,88;0,2227;-9,9431;-0,0245;0,0406;0,0004;0,014
0;1180;1,23;-104,06;0,1724;-9,9264;-0,1088;0,0465;0,0005;0,0119
0;1200;1,24;-103,1;0,2346;-9,9599;0,019;0,0436;0,0036;0,0149
0;1220;1,24;-103,91;0,2131;-9,9144;-0,1061;0,0425;-0,0021;0,0129
0;1240;1,25;-103,83;0,249;-9,9359;-0,049;0,0453;-0,0041;0,0167
0;1260;1,25;-104,28;0,2418;-10,0102;-0,0925;0,0432;-0,0048;0,0132
0;1280;1,24;-104,16;0,2011;-9,9934;-0,0381;0,0397;-0,0037;0,0109
0;1300;1,24;-104,92;0,2035;-9,9264;-0,1034;0,0437;-0,0025;0,0161
0;1320;1,25;-105,16;0,2586;-9,9288;-0,0843;0,0442;-0,0037;0,0113
0;1340;1,28;-104,72;0,2969;-9,9623;-0,0272;0,0424;-0,0025;0,0141
0;1360;1,27;-104,34;0,2107;-9,9455;-0,0218;0,0406;-0,0033;0,0149
0;1380;1,26;-104,27;0,2059;-9,9;-0,0435;0,0433;-0,0021;0,0111
0;1400;1,28;-104,67;0,2682;-9,9216;-0,1034;0,0442;-0,0044;0,0145
0;1420;1,28;-104,62;0,249;-9,9575;-0,0544;0,0409;-0,0027;0,0116
0;1440;1,26;-104,6;0,1724;-9,912;-0,0408;0,0424;0,0011;0,0163
0;1460;1,28;-105,09;0,2586;-10,003;-0,1115;0,0437;-0,0024;0,0083
0;1480;1,29;-104,7;0,2705;-9,9503;-0,0272;0,0436;-0,0005;0,0141
0;1500;1,28;-103,94;0,2155;-9,9407;0,0082;0,042;-0,0011;0,0107
0;1520;1,28;-103,54;0,2298;-9,9718;-0,019;0,0432;-0,0049;0,0127
0;1540;1,29;-102,88;0,2514;-9,9479;0,0054;0,0422;-0,0035;0,0137
0;1560;1,29;-102,66;0,2394;-9,9862;-0,0326;0,0428;-0,0016;0,0083
0;1580;1,3;-102,32;0,2586;-9,9264;-0,0218;0,0418;-0,0036;0,0133
0;1600;1,29;-102,54;0,2083;-9,9359;-0,0626;0,0412;-0,0013;0,0097
0;1620;1,28;-101,65;0,2107;-9,9383;0,0272;0,0428;-0,0044;0,0113
0;1640;1,29;-102,35;0,2322;-9,9264;-0,117;0,0414;-0,0016;0,0136
0;1660;1,29;-102,17;0,249;-9,9264;-0,0354;0,0405;-0,0044;0,0125
0;1680;1,29;-101,64;0,2251;-9,9407;0,0;0,0429;0,0007;0,0099
0;1700;1,28;-101,63;0,2155;-9,991;-0,0435;0,0413;-0,0027;0,0127
0;1720;1,28;-100,36;0,2011;-9,912;0,0626;0,0429;0,0005;0,014
0;1740;1,28;-100,94;0,2035;-9,9359;-0,0898;0,046;-0,004;0,0115
0;1760;1,27;-101,06;0,1987;-9,9431;-0,049;0,043;-0,0061;0,0116
0;1780;1,26;-101,35;0,2035;-9,9766;-0,0653;0,0392;-0,0015;0,0139
0;1800;1,24;-101,04;0,1772;-9,9551;-0,0136;0,0428;0,0012;0,0116
0;1820;1,25;-101,04;0,2514;-9,9479;-0,049;0,045;-0,0016;0,0131
0;1840;1,26;-101,67;0,2346;-9,8904;-0,1143;0,0428;-0,0051;0,0133
0;1860;1,25;-99,96;0,1676;-9,9503;0,0925;0,041;-0,0021;0,0133
0;1880;1,25;-100,24;0,237;-9,8976;-0,0735;0,0428;0,0012;0,0121
0;1900;1,26;-99,93;0,2418;-9,9096;-0,0136;0,0449;-0,0045;0,0137
0;1920;1,25;-99,07;0,2011;-9,9335;0,0381;0,0462;-0,0039;0,0125
0;1940;1,26;-99,09;0,2562;-9,9647;-0,0463;0,0422;-0,0041;0,0133
0;1960;1,26;-99,07;0,2274;-9,9096;-0,0381;0,0421;-0,0028;0,0123
0;1980;1,27;-99,33;0,2538;-10,0245;-0,0735;0,0436;-0,004;0,016
0;2000;1,27;-99,41;0,2322;-9,9551;-0,049;0,0424;-0,0005;0,014
0;2020;1,27;-99,72;0,2179;-9,9671;-0,0707;0,043;-0,0043;0,0115
0;2040;1,27;-99,29;0,2538;-9,9599;0,0027;0,0388;-0,0032;0,0127
0;2060;1,29;-99,31;0,2825;-9,9168;-0,0517;0,0412;-0,0025;0,012
0;2080;1,28;-99,43;0,2107;-9,9359;-0,049;0,0429;-0,0017;0,0119
0;2100;1,28;-99,17;0,2131;-9,9288;-0,0136;0,0454;0,0008;0,0123
0;2120;1,28;-99,62;0,2011;-9,8928;-0,0789;0,0416;-0,0023;0,0111
0;2140;1,26;-98,96;0,1556;-9,9599;0,019;0,0448;-0,0048;0,0139
0;2160;1,27;-99,31;0,2634;-10,0054;-0,0898;0,0429;-0,0013;0,0125
0;2180;1,26;-99,1;0,2059;-9,991;-0,0163;0,0412;-0,0025;0,0132
