Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;17,74;-13,22;1348;-17444;4284;5103;-1486;157;42,1;1182,69;-0,1
60;19,05;-12,62;-3860;-16824;2088;5741;-1239;-77;40,87;1223,55;-1,23
60;20,44;-13,77;-8884;-17404;4360;5998;-1837;176;40,27;1263,83;-0,59
60;20,7;-11,52;392;-17632;2900;6154;387;152;39,22;1303,05;-1,05
60;22,34;-22,88;13088;-17156;-1328;5945;220;-308;38,35;1380,3;-0,56
60;22,57;-18,56;-6756;-16188;1996;5948;-3306;-85;37,66;1417,96;-0,69
60;21,83;-16,5;-1948;-17248;1764;5756;168;-72;37,95;1455,92;0,29
60;21,43;-17,67;-216;-16016;2340;5392;-756;-47;38,45;1494,36;0,5
60;21,19;-26,95;4664;-16536;-376;5018;-1602;-210;38,64;1571,72;-0,08
60;20,45;-27,8;-172;-16184;868;4670;-426;-203;39,03;1610,76;0,39
60;20,64;-27,49;-4920;-15912;1472;4158;-1802;-94;39,44;1650,2;0,41
60;20,1;-31,3;2668;-15904;492;3648;-1615;-49;39,72;1689,92;0,29
60;19,51;-36,66;4688;-15648;664;3021;-43;-165;40,41;1770,73;0,02
60;18,74;-36,98;-200;-15940;1204;2527;574;-141;40,8;1811,53;0,39
60;18,48;-36,35;-3396;-15592;1784;1869;-1522;6;41,38;1852,91;0,58
60;17,87;-39,49;1640;-15536;772;1297;-1159;71;41,72;1894,63;0,35
60;17,34;-44,28;3600;-15520;576;678;972;-24;42,51;1979,41;0,23
60;16,63;-45,2;484;-15584;1696;172;2187;35;42,97;2022,38;0,46
60;16,35;-44,09;-3588;-15184;2324;-405;-770;288;43,48;2065,87;0,52
60;18,13;-49,29;18555;288;-5719;-3588;-15184;21509;43,84;2109,71;0,35
60;17,17;-50,8;776;-15728;1524;-1412;1069;340;42,43;2194,24;0,34
60;16,31;-47,87;-104;-15416;1532;-1947;-211;383;43,21;2237,44;0,78
60;15,48;-46,81;2240;-16140;2120;-2316;756;359;44,12;2281,57;0,91
60;18,1;-44,6;-32716;12268;21509;2240;-16140;21509;44,86;2326,42;0,74
60;17,39;-44,31;2524;-16220;1480;-2957;1439;391;42,32;2410,75;0,31
60;16,51;-40,81;-2224;-15196;2612;-3387;380;416;43,19;2453,94;0,87
60;15,58;-38,68;588;-17432;2156;-3623;1505;430;43,86;2497,8;0,66
60;17,89;-44,05;18555;288;-5719;588;-17432;21509;44,39;2542,19;0,53
60;17,34;-39,91;-5788;-16744;2772;-3978;399;530;42,71;2627,16;0,44
60;16,84;-40,38;7248;-16244;2188;-4181;2814;269;43,22;2670,38;0,52
60;16,61;-42,14;1820;-16444;2784;-4413;-1674;361;42,92;2713,3;-0,3
60;18,56;-45,61;18555;288;-5719;1820;-16444;21509;43,8;2757,1;0,88
60;17,27;-44,6;1484;-15872;1940;-4528;157;112;42,39;2841,28;0,61
60;17,16;-42,37;-8952;-16232;2424;-4512;-1837;231;43,04;2884,32;0,65
60;16,26;-40,61;2000;-16908;1260;-4440;2949;-28;43,19;2927,51;0,15
60;18,31;-43,97;18555;288;-5719;2000;-16908;21509;44,06;2971,57;0,87
60;17,0;-42,02;-352;-17644;1788;-4389;55;31;42,59;3056,08;0,68
60;17,16;-40,75;10644;-17164;852;-4422;2593;-315;43,11;3099,19;0,52
60;16,51;-40,95;-544;-16888;2132;-4330;-2447;-140;42,96;3142,15;-0,15
60;18,22;-43,28;18555;288;-5719;-544;-16888;21509;43,92;3186,06;0,96
60;17,23;-42,67;4164;-16156;1428;-4066;520;-411;42,65;3270,85;0,52
60;16,87;-40,42;-7352;-15944;2392;-3838;-2827;-238;43,26;3314,11;0,61
60;16,58;-37,87;2044;-16996;1424;-3535;2067;-319;42,97;3357,08;-0,29
60;18,97;-42,78;18555;288;-5719;2044;-16996;21509;43,35;3400,44;0,38
60;18,3;-38,08;-9708;-16684;1516;-3124;-2042;-72;42,01;3483,84;0,63
60;17,73;-37,26;3744;-16272;708;-2846;2608;-348;42,05;3525,89;0,04
60;17,5;-36,25;-3444;-16476;2540;-2834;-1782;-287;42,28;3568,16;0,23
60;19,94;-33,83;16507;288;-5719;244;20900;21509;42,2;3610,36;-0,08
60;19,42;-32,89;8348;-17172;548;-2228;2169;-245;40,74;3691,28;0,56
60;18,79;-35,75;2512;-17188;504;-2037;-2094;-19;40,87;3732,15;0,13
60;18,72;-29,65;-2036;-16976;400;-1750;1779;-138;40,9;3773,04;0,03
60;20,81;-30,56;18555;288;-5719;-2036;-16976;21509;41,09;3814,14;0,2
60;20,35;-30,61;-2468;-16204;520;-1413;105;54;39,33;3892,84;-0,05
60;19,97;-33,89;2368;-16680;536;-1350;-110;76;39,7;3932,54;0,37
60;19,64;-33,24;5696;-17680;-1112;-1320;-245;95;40,31;3972,85;0,61
60;21,95;-33,54;-32603;6777;21509;5696;-17680;21509;40,79;4013,64;0,48
60;20,82;-26,49;-4540;-16568;-12;-1024;-867;190;39,03;4091,2;0,5
60;20,27;-25,05;3192;-16860;-308;-949;153;219;39,47;4130,67;0,44
60;19,75;-24,12;4136;-17620;-428;-951;1506;135;40,08;4170,75;0,6
60;22,9;-26,37;3328;0;3328;18555;288;-5719;40,58;4211,33;0,5
60;21,67;-15,41;-1284;-16056;-468;-886;-1643;271;37,88;4286,62;0,46
60;20,98;-14,26;3288;-17204;-828;-836;1211;177;38,76;4325,39;0,88
60;20,2;-12,31;2332;-17068;-140;-878;1562;163;39,46;4364,85;0,7
60;23,24;-15,81;3328;0;3328;18555;288;-5719;40,18;4405,03;0,72
60;21,9;-6,26;-2180;-16716;-320;-849;-1291;146;37,72;4479,98;0,48
60;20,95;-5,74;1436;-16784;-536;-902;-839;124;38,63;4518,61;0,91
60;19,99;-4,57;440;-16608;-508;-900;-184;56;39,52;4558,13;0,89
60;21,41;-11,02;18555;288;-5719;440;-16608;21509;40,51;4598,63;0,99
60;20,02;-20,54;200;-16732;-676;-586;-7;217;39,52;4677,18;0,5
60;19,15;-17,1;-532;-16304;556;-422;200;119;40,42;4717,6;0,9
60;18,34;-18,19;-460;-16276;704;-272;190;184;41,26;4758,86;0,84
60;21,27;-19,15;3328;0;3328;18555;288;-5719;42,1;4800,96;0,84
60;20,07;-14,44;2112;-16880;-500;-24;-126;133;39,61;4879,78;0,4
60;19,38;-19,4;1680;-16892;-1028;81;778;73;40,3;4920,08;0,69
60;18,69;-23,99;612;-16508;-324;57;652;48;40,9;4960,98;0,6
60;17,54;-11,73;-292;-16892;-580;44;223;2;42,07;5044,73;0,39
60;17,0;-16,06;1412;-16828;-356;55;-4;-74;42,68;5087,41;0,61
60;16,59;-15,23;-2580;-17608;-348;75;-843;26;43,18;5130,59;0,5
60;15,78;-16,59;2000;-17028;-560;53;-1356;60;44,0;5218,25;0,35
60;15,42;-21,01;3252;-17340;-1148;62;-530;83;44,46;5262,7;0,46
60;14,99;-20,39;3752;-17252;136;278;1387;33;44,92;5307,63;0,46
60;15,03;-19,94;-2524;-16740;868;408;-780;137;44,81;5352,43;-0,12
60;14,75;-20,74;-2748;-16740;356;709;-21;79;45,11;5442,59;0,07
60;14,46;-22,7;2748;-17448;1008;853;209;146;45,42;5488,02;0,31
60;14,83;-22,85;12284;-18260;200;1173;-175;257;45,67;5533,69;0,25
60;15,35;-22,02;11440;-16516;-244;1466;700;207;45,2;5578,89;-0,48
60;16,72;-15,26;-10092;-16224;1516;1881;-3211;491;43,67;5666,66;-0,43
60;16,94;-17,81;3264;-17700;2028;2267;760;441;43,0;5709,66;-0,67
60;17,5;-17,43;8300;-17720;1508;2640;2159;54;42,82;5752,48;-0,19
60;17,41;-13,08;-3520;-15452;1188;2955;-1820;173;42,69;5795,16;-0,13
60;18,15;-8,21;-10300;-16544;3508;3319;-1475;563;42,24;5879,82;-0,17
60;18,14;-5,82;6072;-15856;624;3533;2100;269;42,02;5921,84;-0,22
60;18,49;-7,91;8416;-16216;-548;3548;-104;54;41,9;5963,74;-0,12
60;18,88;-4,2;-8396;-17236;1420;3729;-3330;312;41,56;6005,3;-0,34
60;18,84;-4,53;-2120;-16104;2168;3912;1665;300;40,99;6087,66;-0,38
60;19,33;-3,14;776;-15868;1072;3851;-499;154;40,42;6128,09;-0,57
60;19,38;-1,5;-4852;-17260;1300;3928;-695;205;40,73;6168,82;0,31
60;19,92;-1,42;10488;-17100;-416;3768;1088;150;40,62;6209,44;-0,12
60;20,39;2,56;-10292;-16512;2028;3712;-1123;216;39,93;6289,28;0,01
60;20,71;-1,42;7804;-17016;-444;3495;286;193;39,48;6328,76;-0,44
60;20,83;-1,55;-4576;-16356;1936;3291;175;183;39,23;6367,99;-0,25
60;20,35;-0,27;-1756;-15304;652;3018;-1211;113;39,52;6407,52;0,29
60;19,54;-0,04;-396;-16072;1044;2778;306;156;40,11;6487,56;0,18
60;19,36;0,42;-4804;-15344;1192;2355;-1143;161;40,66;6528,22;0,55
60;18,85;-1,04;264;-15736;-244;1969;-866;102;40,79;6569,01;0,13
60;18,68;2,42;-1884;-15416;1096;1548;296;34;41,12;6610,13;0,33
60;18,24;1,19;-6476;-15388;1764;1278;-300;146;41,9;6693,69;0,23
