Angle;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;2,35;-132,12;504;-16688;-420;-338;-9;79;57,61;1516,25;-0,02
60;2,35;-131,36;528;-16608;-544;-319;-23;89;57,67;1573,92;0,06
60;2,43;-131,76;696;-16664;-644;-318;3;79;57,64;1631,56;-0,03
60;2,46;-132,01;568;-16624;-680;-317;-31;83;57,58;1689,14;-0,06
60;2,47;-132,07;576;-16620;-500;-327;-29;87;57,54;1804,22;-0,01
60;2,48;-132,65;500;-16748;-584;-316;-34;106;57,53;1861,75;-0,0
60;2,46;-132,36;580;-16700;-400;-319;-15;92;57,54;1919,29;0,0
60;2,45;-132,25;572;-16604;-412;-325;-14;96;57,55;1976,84;0,02
60;2,41;-132,35;480;-16624;-456;-330;-18;75;57,58;2091,99;0,02
60;2,43;-132,87;520;-16568;-584;-321;-22;66;57,58;2149,57;-0,0
60;2,45;-133,07;600;-16628;-484;-331;-10;69;57,56;2207,13;-0,02
60;2,45;-133,1;520;-16648;-508;-331;-32;104;57,55;2264,68;-0,01
60;2,49;-133,02;504;-16644;-556;-336;-4;80;57,51;2379,71;-0,01
60;2,51;-133,5;528;-16512;-580;-323;-3;75;57,5;2437,21;-0,01
60;2,52;-133,18;568;-16636;-484;-337;1;70;57,49;2494,7;-0,01
60;2,53;-133,16;564;-16572;-472;-323;-29;86;57,47;2552,17;-0,02
60;2,52;-133,67;432;-16672;-536;-352;-29;89;57,48;2667,12;0,01
60;2,5;-133,84;432;-16604;-508;-332;-3;78;57,49;2724,61;0,02
60;2,48;-133,21;516;-16620;-368;-319;-17;59;57,51;2782,12;0,02
60;2,46;-133,08;556;-16660;-456;-323;-20;85;57,54;2839,66;0,03
60;2,46;-132,72;588;-16712;-448;-316;-19;69;57,55;2954,74;0,01
60;2,48;-132,98;508;-16692;-540;-319;-14;72;57,53;3012,27;-0,02
60;2,46;-132,96;416;-16612;-464;-307;-25;82;57,52;3069,79;-0,0
60;2,47;-133,1;576;-16652;-508;-343;-25;73;57,54;3127,33;0,02
60;2,47;-133,55;416;-16644;-504;-326;-8;74;57,52;3242,38;-0,0
60;2,48;-133,88;488;-16600;-604;-336;-30;82;57,53;3299,91;0,0
60;2,49;-133,72;544;-16572;-520;-322;-4;99;57,51;3357,42;-0,02
60;2,49;-133,57;504;-16672;-560;-316;-19;70;57,51;3414,93;0,0
60;2,51;-133,33;600;-16532;-532;-328;-16;79;57,5;3529,94;-0,0
60;2,5;-133,06;552;-16648;-444;-337;-37;84;57,49;3587,43;-0,01
60;2,5;-133,14;544;-16676;-412;-333;-23;112;57,49;3644,93;-0,0
60;2,49;-132,98;500;-16620;-404;-333;2;102;57,5;3702,43;0,01
60;2,47;-133,05;492;-16728;-392;-328;-10;90;57,52;3817,46;0,01
60;2,48;-133,18;560;-16636;-636;-316;-24;79;57,54;3875,0;0,01
60;2,49;-133,25;568;-16648;-472;-331;-27;85;57,51;3932,51;-0,02
60;2,49;-133,06;608;-16652;-456;-305;-26;104;57,52;3990,03;0,0
60;2,46;-132,28;532;-16616;-336;-321;-45;72;57,53;4105,08;0,01
