Gas;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
100;-597,01;-96,53;-4844;-18192;3516;7594;-1347;119
100;-415,67;-67,51;-408;-16844;5048;10046;80;141
100;-295,41;-43,05;-2960;-16844;5692;10935;-228;105
100;-199,66;-40,68;5756;-15112;6348;10481;-645;-50
100;-120,66;-25,74;-1608;-13120;7512;8758;-208;140
100;-54,79;-21,51;3224;-11840;8124;6300;-864;-125
100;-1,18;-11,28;-640;-9552;9440;3103;476;316
100;38,87;2,13;-4116;-10324;8584;-47;-122;112
100;67,72;1,62;3052;-9788;8912;-3054;-642;244
100;86,95;13,56;-5428;-11440;8716;-5505;126;125
100;97,95;11,11;2952;-12248;8420;-7525;800;-131
100;103,3;21,71;-5200;-14280;7008;-8838;787;-478
100;104,93;11,88;5492;-15884;6104;-9207;56;-163
100;104,21;13,08;28;-16136;6324;-8782;852;15
100;103,19;16,7;-1724;-16500;5828;-7304;-385;-213
100;102,39;17,92;-560;-16684;5556;-4813;613;-81
100;102,8;15,99;456;-16760;5600;-1864;-664;73
100;103,09;19,11;-1516;-16680;3812;954;-1003;591
100;105,71;26,98;-5320;-16864;4464;3589;-971;38
100;108,47;15,77;5264;-16136;4480;5537;-561;-34
100;110,7;17,76;-1696;-15588;6348;6692;-14;48
100;112,09;17,5;-776;-15760;6792;6920;-709;-29
100;113,15;12,83;2920;-13856;7016;6400;137;105
100;112,12;14,89;-2072;-13728;6320;5073;-635;0
100;111,84;5,79;8148;-12320;6948;3107;-534;30
100;108,51;8,36;-2080;-12276;7896;837;223;100
100;105,34;5,31;4456;-10844;9308;-1343;1858;530
100;100,99;9,36;-3280;-11240;9988;-3166;2110;75
100;94,51;11,67;-3652;-13792;8132;-4474;-1263;-193
100;87,82;9,38;1880;-13456;8212;-5385;639;192
100;81,33;10,21;-1024;-13852;8408;-5855;662;49
100;74,97;11,7;-1724;-15132;7424;-5438;531;-133
100;69,59;5,18;4728;-16060;6052;-4480;-149;-21
100;65,95;-1,66;6096;-15492;5972;-3122;141;-108
100;62,75;-2,3;976;-15236;6692;-1672;543;315
100;60,76;2,87;-4240;-16472;6144;-60;48;123
100;59,91;6,89;-4408;-15952;6308;1457;-1112;39
100;60,53;-1,43;7720;-15356;5736;2634;-459;391
100;60,43;-4,04;2736;-14472;6920;3102;359;165
100;59,73;-1,51;-1960;-14820;6152;3363;-513;-242
100;58,98;-2,14;212;-14460;7012;3106;-941;-4
100;57,81;-3,71;1744;-13864;7052;2309;100;160
100;56,22;1,56;-4728;-14144;6612;1327;-141;1
100;53,75;-1,05;1960;-14136;7216;369;-796;-67
100;50,97;-5,16;4456;-13664;6468;-766;704;544
100;47,66;-0,8;-3464;-13984;7016;-1769;291;59
100;44,52;-7,89;7056;-14536;5936;-2660;-568;335
100;41,5;-5,29;-1512;-13116;8132;-2961;568;52
100;38,02;-3,97;-756;-14824;7388;-2998;-86;-109
100;35,96;-10,45;7428;-15036;6544;-2823;-380;-5
100;33,43;-7,9;-1120;-14540;6916;-2320;410;190
100;31,87;-1,85;-4904;-15716;6164;-1420;-141;-270
100;30,81;-6,87;4180;-15548;5844;-495;-742;-245
100;29,24;-7,45;928;-15152;4796;42;222;257
100;29,26;-1,42;-4152;-14940;5900;670;571;131
100;31,1;-7,93;8028;-14008;7120;1050;-261;230
100;31,52;-6,25;-640;-13840;7196;1271;190;27
100;31,61;-1,59;-3764;-15328;6272;1334;-551;2
100;32,0;-6,21;4836;-14368;6640;1001;-31;312
100;32,04;-1,24;-3796;-13876;6900;593;384;209
100;31,26;-1,83;680;-14468;6956;165;-237;-233
100;30,73;-3,65;2196;-13544;7124;-193;257;121
100;29,87;-1,93;-488;-13648;7640;-912;1124;37
100;28,95;-7,16;5128;-14708;6720;-1309;-635;199
100;27,82;-7,31;1496;-13760;7216;-1483;1072;445
100;26,83;-3,88;-2564;-14564;7128;-1366;-91;361
100;26,04;-10,32;5864;-15596;5608;-1265;-868;118
100;25,03;-10,27;1324;-14504;6616;-1274;857;255
100;24,47;-7,64;-1560;-14920;7004;-928;-247;-305
100;25,7;-13,36;7656;-14276;6900;-452;41;175
100;26,64;-9,44;-2496;-13776;8292;23;406;322
100;26,22;-8,32;-472;-15224;6276;125;-821;-88
100;27,82;-14,19;7996;-14220;6804;218;-42;74
100;28,07;-10,23;-2116;-14244;7304;146;377;-121
100;27,71;-11,8;2088;-15068;6604;-41;-529;-253
100;28,53;-15,97;5928;-14048;7024;-53;33;-6
100;28,18;-11,34;-2372;-14540;6764;-265;394;36
100;27,87;-14,01;3196;-14740;6620;-327;-726;67
100;27,78;-13,95;1808;-13628;7324;-553;579;151
100;28,21;-6,49;-6368;-14756;6780;-478;-157;-179
100;28,26;-11,24;5536;-14648;6432;-578;-226;45
100;28,32;-8,41;-1108;-13564;7704;-532;482;392
100;28,65;-1,73;-5684;-14760;6836;-374;59;6
100;28,24;-4,95;3120;-15008;6520;-337;-458;-31
100;28,2;-3,09;-688;-13984;7640;-461;459;95
100;28,51;2,71;-5324;-14620;7232;-548;160;23
100;28,57;-3,14;5368;-14836;6252;-361;-654;31
100;28,14;-3,34;1116;-14064;6776;-470;696;265
100;27,97;1,9;-4496;-14940;6420;-497;-341;124
100;29,34;-4,27;7940;-13968;7468;-317;136;54
100;29,57;1,22;-4748;-14644;7140;-292;285;-127
100;28,58;0,22;588;-15496;6232;-370;-712;-166
100;28,22;-0,5;1268;-13952;6832;-461;700;263
100;28,33;5,28;-5416;-14848;6468;-463;-42;-91
100;28,45;-0,7;5416;-14720;6368;-420;-350;-138
100;28,24;1,49;-1556;-14000;7036;-435;303;37
100;27,92;-3,08;3716;-15164;6424;-390;-801;70
100;27,85;-1,57;-572;-13972;7484;-499;685;127
100;27,7;4,27;-5180;-15136;5884;-473;-272;-195
100;28,17;0,69;3788;-13996;7528;-310;417;221
100;28,77;7,11;-6780;-15000;6640;-316;70;75
100;27,93;6,06;60;-15460;6328;-327;-811;22
100;27,61;4,2;1336;-13816;6372;-253;230;226
100;27,47;8,4;-4212;-14980;6328;-364;-287;25
100;28,4;1,15;7372;-14140;6660;-494;-47;-84
100;28,48;5,23;-3872;-14048;7084;-585;273;126
100;28,88;-0,02;4748;-14052;7356;-525;-503;74
100;28,93;-2,98;3192;-13884;7324;-595;409;81
100;28,51;2,56;-4852;-15388;5976;-623;-183;-258
100;29,1;-1,93;4780;-13844;7368;-338;384;126
100;28,98;2,43;-4104;-15280;6868;-354;-100;-168
100;29,0;-3,54;5120;-15296;6328;-226;-650;50
100;28,84;-3,91;1028;-13616;6928;-316;749;256
100;28,33;-2,83;-988;-15180;6804;-258;-638;-25
100;29,7;-8,72;8060;-14036;7576;-361;441;190
100;29,8;-1,96;-5936;-15016;6620;-537;340;59
100;30,33;-9,71;8268;-15288;5612;-408;-422;45
100;29,85;-8,17;-216;-14216;7272;-586;668;158
100;28,95;-6,78;-904;-15168;6388;-448;-751;162
100;28,49;-7,77;1680;-14332;6676;-432;407;204
100;28,33;-3,37;-3248;-15008;6988;-342;304;60
100;28,52;-8,61;5240;-14924;6412;-228;-392;11
100;28,73;-6,6;-808;-13932;7912;-289;534;371
100;28,33;-2,32;-3332;-15104;6352;-296;-376;98
100;29,27;-6,94;5992;-13536;7600;-445;450;203
100;29,1;-0,63;-5200;-14968;6284;-556;176;-15
100;28,49;-5,92;4320;-15408;5872;-565;-789;-66
100;28,46;-2,77;-2044;-13768;7440;-592;548;485
100;28,66;-8,62;6004;-15328;6556;-447;-636;-103
100;28,12;-10,52;2476;-14448;6160;-401;328;48
100;27,24;-7,9;-1444;-15072;5768;-309;-629;161
100;27,37;-10,04;3240;-14548;7092;-295;533;369
100;27,27;-4,22;-4260;-15140;6164;-233;-64;-34
100;27,09;-8,48;4056;-15280;6096;-205;-368;-68
100;27,01;-10,97;3268;-14700;6364;-148;437;257
100;27,01;-6,54;-2644;-14952;6680;41;423;261
100;27,04;-4,56;-1216;-14660;7064;28;-300;-209
100;28,36;-10,85;8308;-14508;6448;-65;365;96
100;28,13;-9,49;188;-13736;7016;-412;631;212
100;27,71;-6,24;-2016;-15068;6876;-383;-100;145
100;28,04;-11,37;6144;-14788;6588;-555;-24;190
100;27,91;-8,01;-1704;-13920;7548;-745;574;188
100;27,55;-4,8;-2412;-14788;7224;-761;-457;-187
100;27,16;-5,78;1740;-14052;6760;-707;455;383
100;26,98;-0,12;-4432;-15128;6272;-563;39;50
100;27,21;-5,58;5464;-14788;6412;-537;-311;-89
100;27,45;-0,8;-3712;-14092;6964;-423;251;22
100;27,87;-6,81;5904;-14992;6280;-258;-632;84
100;27,92;-6,85;1080;-13572;7136;-357;468;302
100;27,13;-3,54;-2144;-15144;5700;-348;-605;-42
100;27,68;-5,64;3028;-13744;7632;-281;446;60
