Gas;PositionX;PositionY;Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;0,0;0,0;0;0;0;0;0;0
100;0,0;0,0;0;0;0;0;0;0
100;2,0;2,0;2;2;2;2;2;2
100;9,26;-0,85;2308;-17368;1992;-90;275;130
100;8,73;-31,16;2280;-17100;-60;60;368;376
100;7,31;-25,96;148;-16204;808;299;476;311
100;8,4;-31,58;2932;-16972;2232;643;-585;470
100;13,01;-40,46;11504;-17240;1768;1179;-1048;360
100;12,76;-41,26;1980;-16780;2088;1812;-1122;181
100;13,64;-44,04;4436;-16880;2612;2354;-279;290
100;13,78;-38,99;164;-16908;3512;3021;913;192
100;15,16;-41,82;5964;-17312;3136;3707;1187;-55
100;16,27;-44,4;5624;-17324;2920;4381;265;-17
100;16,62;-37,01;-1836;-17316;3820;5031;29;188
100;17,16;-29,74;-2484;-17972;4060;5722;-669;-96
100;18,39;-33,34;6440;-17760;3036;6298;-1325;2
100;18,43;-28,37;-904;-18300;3428;6878;-1508;154
100;18,76;-25,94;440;-17804;4228;7592;-2040;-24
